id,topic,syllabus_ref,difficulty,is_hazard,prompt_ja,prompt_en,prompt_my,choice_a_ja,choice_b_ja,choice_a_en,choice_b_en,correct_answer,explanation_ja,explanation_en,explanation_my,hazard_p1_en,hazard_p1_answer,hazard_p2_en,hazard_p2_answer,hazard_p3_en,hazard_p3_answer,image_filename,media_src,verified,reviewer_notes
jp_car_0201,honmen_expressway,jp.car.honmen.ch1-expressway,medium,N,高速道路の本線車道から流出（出口）する際は、あらかじめ減速車線に入ってから速度を落とすようにする。,"When exiting from the main road of an expressway, first enter the deceleration lane and reduce your speed.",မြန်နှုန်းမြင့်လမ်းမ ပင်မလမ်းကြောင်းမှ ထွက်ခွာချိန် ကြိုတင်၍ အရှိန်လျှော့လမ်းကြောင်းသို့ ဝင်ပြီးမှ အရှိန်လျှော့ချရမည်။,正しい,誤り,True,False,A,出口で流出する際は、本線上で急減速せず、減速車線に入ってから徐々に速度を落とすことが求められる。,"When exiting, it is required not to suddenly decelerate on the main road, but to gradually reduce speed after entering the deceleration lane.",ထွက်ပေါက်မှ ထွက်ခွာချိန် ပင်မလမ်းကြောင်းပေါ်တွင် ရုတ်တရက်အရှိန်မလျှော့ဘဲ အရှိန်လျှော့လမ်းကြောင်းသို့ ဝင်ပြီးမှ တဖြည်းဖြည်း အရှိန်လျှော့ချရန် လိုအပ်သည်။,,,,,,,,,PENDING,
jp_car_0202,honmen_expressway,jp.car.honmen.ch1-expressway,medium,N,高速道路では、前の車との車間距離は速度に関係なく常に10メートルあれば十分である。,"On a highway, a distance of 10 meters from the car in front is always sufficient, regardless of speed.",မြန်နှုန်းမြင့်လမ်းမတွင် ရှေ့ကားနှင့်၏ အကွာအဝေးသည် အရှိန်မသက်ဆိုင်ဘဲ အမြဲ ၁၀ မီတာရှိလျှင် လုံလောက်သည်။,正しい,誤り,True,False,B,車間距離は走行速度に応じて調整する必要があり、速度が上がるほど、より長い車間距離が必要になる。,"The distance between vehicles must be adjusted according to the driving speed; the higher the speed, the longer the distance between vehicles is required.",ကားအကွာအဝေးကို မောင်းနှင်နေသော အရှိန်နှင့်လိုက်၍ ညှိရန် လိုအပ်ပြီး အရှိန်မြင့်လာလေလေ ပိုကြီးသော အကွာအဝေးလိုအပ်လေလေဖြစ်သည်။,,,,,,,,,PENDING,
jp_car_0203,honmen_expressway,jp.car.honmen.ch1-expressway,medium,N,高速道路の本線車道を走行するときは、原則として最も右側の車線を追い越しのためだけに使用し、それ以外は走行車線を利用する。,"When driving on the main road of an expressway, as a general rule, use the rightmost lane only for passing, and otherwise use the driving lane.",မြန်နှုန်းမြင့်လမ်းမ ပင်မလမ်းကြောင်းပေါ်တွင် မောင်းနှင်ချိန် အခြေခံအားဖြင့် အညာဘက်ဆုံးလမ်းကြောင်းကို ကျော်တက်ရန်အတွက်သာ အသုံးပြုပြီး ကျန်လမ်းကြောင်းများကို မောင်းနှင်ရန်အတွက် အသုံးပြုသည်။,正しい,誤り,True,False,A,本線の最も右側の車線は追い越しのために使用し、通常の走行はそれ以外の車線を利用することが原則である。,"As a general rule, the rightmost lane on the main road is used for overtaking, and other lanes are used for normal driving.",ပင်မလမ်းကြောင်း၏ အညာဘက်ဆုံးလမ်းကြောင်းကို ကျော်တက်ရန်အတွက် အသုံးပြုပြီး သာမန်မောင်းနှင်ခြင်းကို ကျန်လမ်းကြောင်းများဖြင့် ပြုလုပ်ရန် အခြေခံမူဖြစ်သည်။,,,,,,,,,PENDING,
jp_car_0204,honmen_expressway,jp.car.honmen.ch1-expressway,hard,N,雪道や凍結のおそれがある区間で「チェーン規制」の標識が出されている場合は、タイヤチェーンなどの滑り止めを装着しなければ通行できない。,"If a ""chain restriction"" sign is posted on a snowy or icy road, you will not be able to drive on it unless you are wearing anti-slip gear such as tire chains.",နှင်းလမ်း သို့မဟုတ် ရေခဲပတ်နိုင်ခြေရှိသောနေရာတွင် 「ဘီးကွင်းဆက် စည်းမျဉ်း」ဆိုင်းဘုတ်ထုတ်ပြန်ထားပါက ဘီးကွင်းဆက်ကဲ့သို့ ချော်လွယ်မှုကာကွယ်ပစ္စည်း တပ်ဆင်ခြင်း မရှိလျှင် ဖြတ်သန်း၍မရပါ။,正しい,誤り,True,False,A,チェーン規制が発表された区間では、タイヤチェーンやスタッドレスタイヤなどの滑り止めを装着していない車両は通行することができない。,"In areas where chain restrictions have been announced, vehicles that are not equipped with anti-slip devices such as tire chains or studless tires will not be allowed to pass.",ဘီးကွင်းဆက် စည်းမျဉ်း ထုတ်ပြန်ထားသောနေရာတွင် ဘီးကွင်းဆက် သို့မဟုတ် နှင်းဘီးကဲ့သို့ ချော်လွယ်မှုကာကွယ်ပစ္စည်း တပ်ဆင်မထားသော ယာဉ်များ ဖြတ်သန်းခွင့်မရှိပါ။,,,,,,,,,PENDING,
jp_car_0205,honmen_expressway,jp.car.honmen.ch1-expressway,medium,N,高速道路の本線に停止表示板を出しておけば、路上に長時間駐車したままでも問題ない。,"If you put up a stop sign on the main line of the expressway, you won't have any problems leaving your car parked on the road for a long time.",မြန်နှုန်းမြင့်လမ်းမ ပင်မလမ်းကြောင်းတွင် ရပ်တန့်ညွှန်ပြဆိုင်းဘုတ်ချထားလျှင် လမ်းပေါ်တွင် ကြာရှည်ရပ်နားထားခြင်းသည် ပြသနာမရှိ။,正しい,誤り,True,False,B,停止表示板は一時的な故障などの緊急事態を示すためのものであり、長時間の駐車を正当化するものではない。,"Stop display boards are meant to indicate emergencies such as temporary breakdowns, and do not justify long-term parking.",ရပ်တန့်ညွှန်ပြဆိုင်းဘုတ်သည် ခဏတာ ချို့ယွင်းမှုကဲ့သို့ အရေးပေါ်အခြေအနေကို ဖော်ပြရန်အတွက်သာဖြစ်ပြီး ကြာရှည်ရပ်နားထားခြင်းကို တရားဝင်ဖြစ်စေခြင်းမဟုတ်ပါ။,,,,,,,,,PENDING,
jp_car_0206,honmen_expressway,jp.car.honmen.ch1-expressway,easy,N,高速道路には、原則として歩行者、自転車、原動機付自転車は通行することができない。,"As a general rule, pedestrians, bicycles, and mopeds are not allowed on expressways.",မြန်နှုန်းမြင့်လမ်းမသို့ အခြေခံအားဖြင့် လူသွားလူလာ၊ စက်ဘီးနှင့် အင်ဂျင်တပ်စက်ဘီးများ ဖြတ်သန်းခွင့်မရှိပါ။,正しい,誤り,True,False,A,高速道路は自動車専用の道路であり、歩行者、自転車、原動機付自転車などの通行は禁止されている。,"Expressways are roads exclusively for automobiles, and pedestrians, bicycles, mopeds, etc. are prohibited from passing through them.",မြန်နှုန်းမြင့်လမ်းမသည် ကားများသီးသန့်လမ်းဖြစ်ပြီး လူသွားလူလာ၊ စက်ဘီးနှင့် အင်ဂျင်တပ်စက်ဘီးများ ဖြတ်သန်းခြင်းကို တားမြစ်ထားသည်။,,,,,,,,,PENDING,
jp_car_0207,honmen_expressway,jp.car.honmen.ch1-expressway,medium,N,高速道路の本線車道に工事などによる車線減少がある場合は、案内に従って早めに車線変更をしなければならない。,"If there are fewer lanes on the main road of an expressway due to construction, etc., you must change lanes as soon as possible according to the directions.",မြန်နှုန်းမြင့်လမ်းမ ပင်မလမ်းကြောင်းတွင် ဆောက်လုပ်ရေးစသည့်အကြောင်းကြောင့် လမ်းကြောင်းလျော့ကျပါက ညွှန်ကြားချက်အတိုင်း စောစီးစွာ လမ်းကြောင်းပြောင်းရမည်။,正しい,誤り,True,False,A,車線減少の案内がある場合は、直前で無理に車線変更をせず、早めに指示に従って車線を移ることが安全である。,"If there is a traffic lane reduction notice, it is safe to follow the instructions and change lanes as soon as possible, rather than forcefully changing lanes at the last minute.",လမ်းကြောင်းလျော့ကျခြင်း ညွှန်ကြားချက်ရှိသောအခါ နောက်ကျမှ အတင်း လမ်းကြောင်းမပြောင်းဘဲ စောစီးစွာ ညွှန်ကြားချက်အတိုင်း လမ်းကြောင်းပြောင်းခြင်းသည် ဘေးကင်းသည်။,,,,,,,,,PENDING,
jp_car_0208,honmen_expressway,jp.car.honmen.ch1-expressway,medium,N,高速道路のトンネル内では、他の区間よりも車間距離を短くしてもよい。,"In expressway tunnels, the distance between vehicles may be shorter than in other sections.",မြန်နှုန်းမြင့်လမ်းမ ဥမင်လိုဏ်ခေါင်းအတွင်းတွင် အခြားနေရာများထက် ကားအကွာအဝေးကို ပိုတိုစေနိုင်သည်။,正しい,誤り,True,False,B,トンネル内は視界が悪く、追突事故が起きやすいため、通常よりも車間距離を保つか維持することが望ましい。,"Since the visibility inside the tunnel is poor and rear-end collisions are likely to occur, it is desirable to maintain or maintain the distance between vehicles more than usual.",ဥမင်လိုဏ်ခေါင်းအတွင်း မြင်နိုင်စွမ်းနည်းပြီး နောက်ကနေတိုက်မိမှု ဖြစ်လွယ်သောကြောင့် ပုံမှန်ထက် ကားအကွာအဝေးကို ထိန်းသိမ်းထားရန် သို့မဟုတ် ထားရှိရန် လိုအပ်သည်။,,,,,,,,,PENDING,
jp_car_0209,honmen_expressway,jp.car.honmen.ch1-expressway,medium,N,高速道路のジャンクション（JCT）付近は車線変更が多いため、早めにウインカーを出して周囲に合図する必要がある。,"There are many lane changes near expressway junctions (JCTs), so it is necessary to use your turn signal early to signal to those around you.",မြန်နှုန်းမြင့်လမ်းမ လမ်းဆက်နေရာ (JCT) အနီးတွင် လမ်းကြောင်းပြောင်းလဲမှု များသောကြောင့် စောစီးစွာ လက္ခဏာမီးထုတ်၍ ပတ်ဝန်းကျင်ကို အချက်ပြရန် လိုအပ်သည်။,正しい,誤り,True,False,A,ジャンクション付近では車線変更をする車両が多いため、早めにウインカーを出して周囲の車両に自分の動きを知らせる必要がある。,"Many vehicles change lanes near junctions, so it is necessary to use your turn signal early to notify surrounding vehicles of your movements.",လမ်းဆက်နေရာအနီးတွင် လမ်းကြောင်းပြောင်းလဲသော ယာဉ်များ များသောကြောင့် စောစီးစွာ လက္ခဏာမီးထုတ်ပြီး ပတ်ဝန်းကျင်ရှိယာဉ်များအား မိမိ၏ လှုပ်ရှားမှုကို အသိပေးရန် လိုအပ်သည်။,,,,,,,,,PENDING,
jp_car_0210,honmen_expressway,jp.car.honmen.ch1-expressway,easy,N,高速道路を連続して長時間走行するときは、概ね2時間ごとに休憩をとることが推奨されている。,"When driving continuously on a highway for a long time, it is recommended to take a break approximately every two hours.",မြန်နှုန်းမြင့်လမ်းမပေါ်တွင် ဆက်တိုက် ကြာရှည်စွာ မောင်းနှင်ချိန် ခန့်မှန်းအားဖြင့် ၂ နာရီတစ်ကြိမ် နားနေရန် အကြံပြုထားသည်။,正しい,誤り,True,False,A,長時間の連続運転は疲労や集中力低下を招くため、およそ2時間ごとに休憩をとることが推奨されている。,"Continuous driving for long periods of time can lead to fatigue and loss of concentration, so it is recommended to take a break every two hours.",ကြာရှည်စွာ ဆက်တိုက်မောင်းနှင်ခြင်းသည် ပင်ပန်းနွမ်းနယ်ခြင်းနှင့် အာရုံစူးစိုက်မှုကျဆင်းခြင်းကို ဖြစ်စေသောကြောင့် ခန့်မှန်း ၂ နာရီတစ်ကြိမ် နားနေရန် အကြံပြုသည်။,,,,,,,,,PENDING,
jp_car_0211,honmen_expressway,jp.car.honmen.ch1-expressway,hard,N,高速道路の登坂車線（のぼり坂で設けられる車線）は、速度の速い車が追い越しのために使う車線である。,Climbing lanes (lanes created at uphill slopes) on expressways are lanes used by fast-moving vehicles for overtaking.,မြန်နှုန်းမြင့်လမ်းမ၏ တောင်တက်လမ်းကြောင်း (တောင်တက်ရာတွင် ထားရှိသောလမ်းကြောင်း) သည် အရှိန်မြန်သော ကားများ ကျော်တက်ရန် အသုံးပြုသည့် လမ်းကြောင်းဖြစ်သည်။,正しい,誤り,True,False,B,登坂車線は、勾配のために速度が落ちる大型車などが本線の流れを妨げないよう走行するための車線である。,The Tozaka lane is a lane for large vehicles that slows down due to a gradient so as not to interfere with the flow of the main line.,တောင်တက်လမ်းကြောင်းသည် စောင်းချော်မှုကြောင့် အရှိန်လျော့ကျသော ကားအကြီးစားများသည် ပင်မလမ်းကြောင်း၏ စီးဆင်းမှုကို မနှောင့်ယှက်ဘဲ မောင်းနှင်ရန် လမ်းကြောင်းဖြစ်သည်။,,,,,,,,,PENDING,
jp_car_0212,honmen_expressway,jp.car.honmen.ch1-expressway,medium,N,高速道路の本線車道への進入は、加速車線で十分に加速したうえで、後方の安全を確認してから行う。,"Before entering the main road of an expressway, accelerate sufficiently in the acceleration lane and check that it is safe behind you.",မြန်နှုန်းမြင့်လမ်းမ ပင်မလမ်းကြောင်းသို့ ဝင်ရောက်ရန် အရှိန်မြှင့်လမ်းကြောင်းတွင် လုံလောက်စွာ အရှိန်မြှင့်ပြီးမှ နောက်ဘက်ဘေးကင်းမှုကို စစ်ဆေးပြီးမှ ဝင်ရောက်ရမည်။,正しい,誤り,True,False,A,本線への進入は、加速車線で十分に速度を上げ、後方から来る車両の状況を確認したうえで安全に行う必要がある。,"When entering the main road, it is necessary to increase the speed sufficiently in the acceleration lane, check the situation of vehicles coming from behind, and do so safely.",ပင်မလမ်းကြောင်းသို့ ဝင်ရောက်ခြင်းကို အရှိန်မြှင့်လမ်းကြောင်းတွင် လုံလောက်စွာ အရှိန်မြှင့်ပြီး နောက်ဘက်မှလာသော ယာဉ်များ၏ အခြေအနေကို စစ်ဆေးပြီးမှ ဘေးကင်းစွာ ပြုလုပ်ရန် လိုအပ်သည်။,,,,,,,,,PENDING,
jp_car_0213,honmen_expressway,jp.car.honmen.ch1-expressway,medium,N,高速道路で前の車が急ブレーキをかけて速度が急激に落ちたときは、後続車にハザードランプで知らせることができる。,"If the car in front of you suddenly brakes on the highway and slows down, you can use the hazard lights to alert the cars behind you.",မြန်နှုန်းမြင့်လမ်းမတွင် ရှေ့ကားက ရုတ်တရက်ဘရိတ်နှိပ်ပြီး အရှိန်ရုတ်တရက်ကျသွားသောအခါ နောက်လိုက်ကားအား အန္တရာယ်သတိပေးမီးဖြင့် အသိပေးနိုင်သည်။,正しい,誤り,True,False,A,急な減速をした場合、ハザードランプを点滅させることで、後続車に危険を知らせ追突を防ぐことができる。,"If the vehicle suddenly decelerates, the hazard lights will flash to warn the vehicle behind you of the danger and prevent a rear-end collision.",ရုတ်တရက် အရှိန်လျှော့ချရသောအခါ အန္တရာယ်သတိပေးမီးကို ပျပ်ပျက်ထွန်းညှိပြီး နောက်လိုက်ကားများအား အန္တရာယ်ကို အသိပေးကာ နောက်ကနေတိုက်မိမှုကို ကာကွယ်နိုင်သည်။,,,,,,,,,PENDING,
jp_car_0214,honmen_expressway,jp.car.honmen.ch1-expressway,medium,N,ETC専用レーンは、ETCを搭載していない車両でも一時停止すれば通行することができる。,ETC-only lanes allow vehicles that are not equipped with ETC to pass by if they stop temporarily.,ETC အထူးလမ်းကြောင်းကို ETC တပ်ဆင်မထားသော ယာဉ်များပင်လျှင် ခေတ္တရပ်လျှင် ဖြတ်သန်းနိုင်သည်။,正しい,誤り,True,False,B,ETC専用レーンはETC搭載車両専用であり、搭載していない車両は一般レーンを利用しなければならない。,"ETC lanes are reserved for vehicles equipped with ETC, and vehicles without ETC must use regular lanes.",ETC အထူးလမ်းကြောင်းသည် ETC တပ်ဆင်ထားသော ယာဉ်များအတွက်သာဖြစ်ပြီး တပ်ဆင်မထားသော ယာဉ်များသည် သာမန်လမ်းကြောင်းကို အသုံးပြုရမည်။,,,,,,,,,PENDING,
jp_car_0215,honmen_expressway,jp.car.honmen.ch1-expressway,medium,N,高速道路上で気象警報などにより通行止めとなった場合は、最寄りの出口やインターチェンジで一般道路に降りなければならない。,"If the expressway is closed due to weather warnings, etc., you must exit onto the general road at the nearest exit or interchange.",မြန်နှုန်းမြင့်လမ်းမပေါ်တွင် ရာသီဥတု သတိပေးချက်စသည်ကြောင့် ဖြတ်သန်းခွင့်ပိတ်ခံရပါက အနီးဆုံးထွက်ပေါက် သို့မဟုတ် အင်တာချိန်းတွင် ပုံမှန်လမ်းသို့ ဆင်းရမည်။,正しい,誤り,True,False,A,悪天候などで通行止めになった場合は、案内に従って最寄りの出口から一般道路へ降りる必要がある。,"If the road is closed due to bad weather, etc., you will need to follow the directions and exit to the public road from the nearest exit.",ရာသီဥတုဆိုးစသည့်အကြောင်းကြောင့် ဖြတ်သန်းခွင့်ပိတ်ခံရသောအခါ ညွှန်ကြားချက်အတိုင်း အနီးဆုံးထွက်ပေါက်မှ ပုံမှန်လမ်းသို့ ဆင်းရန် လိုအပ်သည်။,,,,,,,,,PENDING,
jp_car_0216,honmen_expressway,jp.car.honmen.ch1-expressway,medium,N,高速道路の本線車道を走行中にやむを得ず低速で走行する必要がある場合は、ハザードランプを点灯させて後続車に注意を促すことが望ましい。,"If you are driving on the main road of an expressway and it is unavoidable to drive at a low speed, it is advisable to turn on your hazard lights to alert vehicles behind you.",မြန်နှုန်းမြင့်လမ်းမ ပင်မလမ်းကြောင်းပေါ်တွင် မလွှဲမရှောင်သာ အနိမ့်အရှိန်ဖြင့် မောင်းနှင်ရန် လိုအပ်ပါက အန္တရာယ်သတိပေးမီးကို ထွန်းညှိ၍ နောက်လိုက်ကားများကို သတိပေးသင့်သည်။,正しい,誤り,True,False,A,やむを得ず低速走行する場合はハザードランプを点灯させ、後続車に速度差があることを知らせて追突を防ぐ。,"If it is unavoidable to drive at low speeds, turn on the hazard lights to notify the vehicle behind you of the speed difference and prevent a rear-end collision.",မလွှဲမရှောင်သာ အနိမ့်အရှိန်ဖြင့် မောင်းနှင်ရသောအခါ အန္တရာယ်သတိပေးမီးကို ထွန်းညှိပြီး နောက်လိုက်ကားများအား အရှိန်ကွာခြားမှုရှိကြောင်း အသိပေးကာ နောက်ကနေတိုက်မိမှုကို ကာကွယ်ရမည်။,,,,,,,,,PENDING,
jp_car_0217,honmen_expressway,jp.car.honmen.ch1-expressway,medium,N,高速道路での正しい車間距離は、車の大きさだけで決まり、速度は関係ない。,"The correct following distance on a highway is determined only by the size of the vehicle, not by speed.",မြန်နှုန်းမြင့်လမ်းမတွင် မှန်ကန်သော ကားအကွာအဝေးသည် ကား၏ အရွယ်အစားဖြင့်သာ သတ်မှတ်ပြီး အရှိန်နှင့် မသက်ဆိုင်ပါ။,正しい,誤り,True,False,B,適切な車間距離は走行速度によって決まるものであり、速度が上がるほど車間距離も長くとる必要がある。,"The appropriate inter-vehicle distance is determined by the traveling speed, and the higher the speed, the longer the inter-vehicle distance needs to be.",သင့်လျော်သော ကားအကွာအဝေးသည် မောင်းနှင်နေသော အရှိန်ဖြင့် သတ်မှတ်ပြီး အရှိန်မြင့်လာလေလေ ကားအကွာအဝေးကိုလည်း ပိုကြီးစွာ ထားရန်လိုအပ်လေလေဖြစ်သည်။,,,,,,,,,PENDING,
jp_car_0218,honmen_expressway,jp.car.honmen.ch1-expressway,medium,N,高速道路の合流部分で本線を走行している車両は、合流してくる車両にできる限り進路を譲るよう配慮することが望ましい。,It is desirable for vehicles traveling on the main road at expressway merging sections to give consideration to merging vehicles as much as possible.,မြန်နှုန်းမြင့်လမ်းမ ပေါင်းစည်းရာနေရာတွင် ပင်မလမ်းကြောင်းကို မောင်းနှင်နေသောယာဉ်သည် ပေါင်းစည်းလာသောယာဉ်အတွက် တတ်နိုင်သမျှ လမ်းဖယ်ပေးရန် ဂရုစိုက်သင့်သည်။,正しい,誤り,True,False,A,合流地点では、本線の車両も安全な範囲でできる限り速度を調整するなどして、合流車両に配慮することが望ましい。,"At merging points, it is desirable for vehicles on the main line to be considerate of merging vehicles by adjusting their speed as much as possible within a safe range.",ပေါင်းစည်းရာနေရာတွင် ပင်မလမ်းကြောင်းရှိ ယာဉ်များသည်လည်း ဘေးကင်းသောအတိုင်းအတာအတွင်း တတ်နိုင်သမျှ အရှိန်ညှိခြင်းစသဖြင့် ပေါင်းစည်းလာသောယာဉ်ကို ဂရုစိုက်သင့်သည်။,,,,,,,,,PENDING,
jp_car_0219,honmen_expressway,jp.car.honmen.ch1-expressway,hard,N,高速道路の分岐点で行き先を間違えた場合でも、本線上でバックしたり停止して引き返そうとしてはならない。,"If you take a wrong turn at a highway fork, do not back up or stop on the main road and try to turn back.",မြန်နှုန်းမြင့်လမ်းမ ခွဲထွက်ရာနေရာတွင် ဦးတည်ရာမှားသွားသော်လည်း ပင်မလမ်းကြောင်းပေါ်တွင် နောက်ပြန်ဆုတ်ခြင်း သို့မဟုတ် ရပ်ပြီးပြန်လှည့်ရန် မကြိုးစားရ။,正しい,誤り,True,False,A,高速道路上でバックや逆走をすることは重大な事故につながるため、行き先を間違えても次の出口まで進んでから修正する。,"Reversing or driving in the wrong direction on a highway can lead to serious accidents, so if you make a mistake in your destination, proceed to the next exit and then correct it.",မြန်နှုန်းမြင့်လမ်းမပေါ်တွင် နောက်ပြန်ဆုတ်ခြင်း သို့မဟုတ် ပြောင်းပြန်မောင်းခြင်းသည် ပြင်းထန်သောမတော်တဆမှုကို ဖြစ်စေနိုင်သောကြောင့် ဦးတည်ရာမှားသွားလျှင် နောက်ထွက်ပေါက်အထိ ဆက်သွားပြီးမှ ပြင်ဆင်ရမည်။,,,,,,,,,PENDING,
jp_car_0220,honmen_expressway,jp.car.honmen.ch1-expressway,medium,N,高速道路のサービスエリアやパーキングエリアには、一般道路から直接進入することができる。,Expressway service areas and parking areas can be accessed directly from general roads.,မြန်နှုန်းမြင့်လမ်းမ၏ ဝန်ဆောင်မှုနေရာ သို့မဟုတ် ရပ်နားနေရာများသို့ ပုံမှန်လမ်းမှ တိုက်ရိုက် ဝင်ရောက်နိုင်သည်။,正しい,誤り,True,False,B,サービスエリアやパーキングエリアは原則として高速道路の本線からのみ進入でき、一般道路から直接入ることはできない。,"As a general rule, service areas and parking areas can only be accessed from the main line of the expressway, and cannot be accessed directly from general roads.",ဝန်ဆောင်မှုနေရာ သို့မဟုတ် ရပ်နားနေရာများသို့ အခြေခံအားဖြင့် မြန်နှုန်းမြင့်လမ်းမ ပင်မလမ်းကြောင်းမှသာ ဝင်ရောက်နိုင်ပြီး ပုံမှန်လမ်းမှ တိုက်ရိုက် မဝင်ရောက်နိုင်ပါ။,,,,,,,,,PENDING,
jp_car_0221,honmen_expressway,jp.car.honmen.ch1-expressway,medium,N,高速道路を走行中、強い横風が予想される橋やトンネルの出口付近では、速度を落として慎重に運転する必要がある。,"When driving on a highway, it is necessary to slow down and drive carefully near bridges and tunnel exits where strong crosswinds are expected.",မြန်နှုန်းမြင့်လမ်းမပေါ်တွင် မောင်းနှင်နေစဉ် အနားလေတိုက်ရန် ကြိုတင်ခန့်မှန်းရသော တံတား သို့မဟုတ် ဥမင်လိုဏ်ခေါင်း ထွက်ပေါက်အနီးတွင် အရှိန်လျှော့ချ၍ ဂရုတစိုက် မောင်းနှင်ရန် လိုအပ်သည်။,正しい,誤り,True,False,A,強い横風が予想される場所では、ハンドルをとられる危険があるため、速度を落として慎重に運転する必要がある。,"In areas where strong crosswinds are expected, it is necessary to slow down and drive carefully as there is a risk of losing control of the vehicle.",ပြင်းထန်သော အနားလေတိုက်ရန် ခန့်မှန်းရသောနေရာများတွင် လက်တံဆွဲငင်ခံရနိုင်ခြေရှိသောကြောင့် အရှိန်လျှော့ချပြီး ဂရုတစိုက် မောင်းနှင်ရန် လိုအပ်သည်။,,,,,,,,,PENDING,
jp_car_0222,honmen_expressway,jp.car.honmen.ch1-expressway,medium,N,高速道路の本線車道での最低速度は、原則として時速50キロメートルと定められている。,"In principle, the minimum speed on the main road of an expressway is set at 50 kilometers per hour.",မြန်နှုန်းမြင့်လမ်းမ ပင်မလမ်းကြောင်း၏ အနိမ့်ဆုံးအရှိန်သည် အခြေခံအားဖြင့် နာရီပိုင်း ၅၀ ကီလိုမီတာဟု သတ်မှတ်ထားသည်။,正しい,誤り,True,False,A,高速道路の本線では交通の流れを保つため、標識による指定がない場合の最低速度が時速50キロメートルと定められている。,"To maintain traffic flow on main highways, the minimum speed is set at 50 kilometers per hour unless otherwise specified by signs.",မြန်နှုန်းမြင့်လမ်းမ ပင်မလမ်းကြောင်းတွင် ယာဉ်စီးကြောင်း စီးဆင်းမှုကို ထိန်းသိမ်းရန် ဆိုင်းဘုတ်ဖြင့် အထူးသတ်မှတ်ချက်မရှိလျှင် အနိမ့်ဆုံးအရှိန်ကို နာရီပိုင်း ၅၀ ကီလိုမီတာဟု သတ်မှတ်ထားသည်။,,,,,,,,,PENDING,
jp_car_0223,honmen_expressway,jp.car.honmen.ch1-expressway,hard,N,高速道路の路肩に故障などでやむを得ず停止する場合、車内に留まって救助を待つのが最も安全である。,"If you are forced to stop on the shoulder of a highway due to a breakdown, the safest thing to do is to remain inside the vehicle and wait for rescue.",မြန်နှုန်းမြင့်လမ်းမ လမ်းဘေးတွင် ချို့ယွင်းချက်စသည့်အကြောင်းကြောင့် မလွှဲမရှောင်သာ ရပ်နားရသောအခါ ကားအတွင်းတွင်ပင် နေထိုင်၍ ကူညီမှုကို စောင့်ဆိုင်းခြင်းသည် အဘေးကင်းဆုံးဖြစ်သည်။,正しい,誤り,True,False,B,路肩での停止時は、後続車の追突の危険があるため、車内に留まらずガードレールの外側など安全な場所に避難するべきである。,"When stopped on the shoulder of the road, there is a risk of being rear-ended by a vehicle behind you, so you should not remain in your vehicle and evacuate to a safe location such as outside a guardrail.",လမ်းဘေးတွင် ရပ်နားချိန် နောက်လိုက်ယာဉ်များနှင့် တိုက်မိနိုင်ခြေရှိသောကြောင့် ကားအတွင်းတွင် မနေဘဲ အကာအရံနံရံ၏ ပြင်ပဘက်ကဲ့သို့ ဘေးကင်းသောနေရာသို့ ရှောင်တိမ်းသင့်သည်။,,,,,,,,,PENDING,
jp_car_0224,honmen_right_of_way_intersections,jp.car.honmen.ch2-intersections,medium,N,交差点で右折しようとする車両は、右折の合図を交差点の30メートル手前で出さなければならない。,Vehicles intending to turn right at an intersection must signal their right turn 30 meters before the intersection.,လမ်းဆုံတွင် ညာဘက်ကွေ့ရန် ကြိုးစားနေသောယာဉ်သည် ညာဘက်ကွေ့မည့် လက္ခဏာမီးကို လမ်းဆုံ၏ ၃၀ မီတာ အလျင်တွင် ထုတ်ပေးရမည်။,正しい,誤り,True,False,A,右左折の合図は、その行為をしようとする地点から30メートル手前で行わなければならないと定められている。,It is stipulated that the signal to turn left or right must be given 30 meters before the point where the person intends to make the turn.,ညာဘက်/ဘယ်ဘက်ကွေ့မည့် လက္ခဏာမီးကို ထိုလုပ်ဆောင်ချက်ပြုမည့်နေရာမှ ၃၀ မီတာ အလျင်တွင် ပြုလုပ်ရမည်ဟု သတ်မှတ်ထားသည်။,,,,,,,,,PENDING,
