id,topic,syllabus_ref,difficulty,prompt_en,prompt_my,choice_a_en,choice_b_en,choice_c_en,choice_a_my,choice_b_my,choice_c_my,correct_answer,explanation_en,explanation_my,image_filename,media_src,verified,reviewer_notes
sg_btt_0362,safe_practices,btt.signs.mandatory,medium,"When driving in a convoy (group of vehicles), what must you maintain?",Convoy (ယာဉ် အုပ်စု) ဖြင့် မောင်းနှင်သောအခါ မည်သည်ကို ထိန်းသိမ်းရမည်လဲ?,A safe following distance from the vehicle in front,The same speed regardless of road conditions,Visual contact only — no distance needed,ရှေ့ ယာဉ်မှ ဘေးကင်းသော နောက်ကပ် ကွာဟချက်,လမ်း အခြေအနေ မည်သို့ ရှိစေ ထပ်တူ မြန်နှုန်း,မျက်မြင် ကွာဟချက် သာ — ကွာဟချက် မလိုအပ်,A,"Even in a convoy, always maintain a safe following distance. Do not tailgate the vehicle in front just because you are in a group.",Convoy ဖြင့် မောင်းနှင်သော်လည်း ရှေ့ ယာဉ်မှ ဘေးကင်းသော နောက်ကပ် ကွာဟချက် အမြဲ ထိန်းသိမ်းပါ။ အုပ်စု ဖြစ်ကြောင်းကြောင့် ရှေ့ ယာဉ် ကို နီးလွန်းကပ်ကာ မောင်းနှင် မပါနှင့်။,car-interior.png,/signs/sg/car-interior.png,PENDING,
sg_btt_0363,road_signs,btt.signs.mandatory,medium,What does a 'Tow Away Zone' sign mean?,'Tow Away Zone' ဆိုင်းဘုတ် ၏ အဓိပ္ပာယ် မည်သလဲ?,Vehicles parked here will be towed away at the owner's expense,Taxis may stop here to pick up passengers,Free parking zone,ဒီနေရာ ရပ်နားသော ယာဉ်များ ပိုင်ရှင် ၏ ကုန်ကျစရိတ်ဖြင့် ဆွဲသွားမည်,တက်စီ ဒီနေရာ ရပ်ပြီး ခရီးသည် တင်နိုင်သည်,ကားရပ် အခမဲ့ ဇုန်,A,A 'Tow Away Zone' means unauthorised vehicles parked there will be towed away. The vehicle owner must pay towing and storage fees to recover their vehicle.,'Tow Away Zone' ဆိုသည်မှာ ခွင့်မပြု ရပ်နားသော ယာဉ်များ ကို ဆွဲသွားမည် ဆိုတာပါ။ ယာဉ် ပိုင်ရှင် ကား ပြန်ရရန် ဆွဲကြေး နှင့် သိုမှီးကြေး ပေးရမည်။,highway.png,/signs/sg/highway.png,PENDING,
sg_btt_0364,road_signs,btt.signs.mandatory,medium,A 'Wheel Clamp Zone' sign indicates:,'Wheel Clamp Zone' ဆိုင်းဘုတ် ညွှန်ပြသည်မှာ:,Illegally parked vehicles may have their wheels clamped,Road surface is uneven — drive carefully,Vehicles must stop and wait here,တရားမဝင် ရပ်နားသော ယာဉ် ဘီးများ ကို တပ်ဆင်ပိတ်ဆို့ နိုင်သည်,လမ်းမျက်နှာ တမ်းတိမ် — ဂရုတစိုက် မောင်းပါ,ယာဉ်များ ဒီနေရာ ရပ်ပြီး စောင့်ရမည်,A,"In a wheel clamp zone, vehicles parked without proper authorisation may have their wheels clamped. The owner must pay a release fee.",Wheel clamp ဇုန်တွင် မှန်ကန်သော ခွင့်ပြုချက် မရဘဲ ရပ်နားသော ယာဉ် ဘီးများ ကို ပိတ်ဆို့ တပ်ဆင် နိုင်သည်။ ပိုင်ရှင် ဖြေရှင်းကြေး ပေးရမည်။,warning-sign.png,/signs/sg/warning-sign.png,PENDING,
sg_btt_0365,road_signs,btt.signs.mandatory,easy,What does a 'Give Way to Buses Exiting' sign mean?,'Give Way to Buses Exiting' ဆိုင်းဘုတ် ၏ အဓိပ္ပာယ် မည်သလဲ?,"Stop before the Give-Way triangle marking, look for buses leaving the bus bay, and let them exit first",Buses must give way to other vehicles,No stopping near bus bays,Give-Way တြိဂံ မှတ်သားချက် ရှေ့တွင် ရပ်ပြီး bus bay မှ ထွက်နေသော ဘတ်စ်ကား ကြည့်ကာ ၎င်းကို ဦးစွာ ထွက်ခွင့် ပေးပါ,ဘတ်စ်ကား သည် အခြား ယာဉ်များ ကို ဦးစားပေးရမည်,Bus bay နားတွင် ရပ် မပါနှင့်,A,"When you see this sign, slow down at the Give-Way triangle markings, look for buses leaving the bus bay, and give way to them before proceeding.",ဒီ ဆိုင်းဘုတ် တွေ့သောအခါ Give-Way တြိဂံ မှတ်သားချက် တွင် နှေးချပြီး bus bay မှ ထွက်နေသော ဘတ်စ်ကား ကြည့်ကာ ၎င်းကို ဦးစားပေးပြီးမှ ဆက်သွားပါ။,give-way.png,/signs/sg/give-way.png,PENDING,
sg_btt_0366,safe_practices,btt.signs.warning,medium,When should you flash your headlights while driving?,ကားမောင်းနေစဉ် မည်သောအခါ မီး ကြာပြသင့်သလဲ?,When approaching a bend or the top of a slope to warn oncoming drivers,To greet other drivers,Whenever overtaking,ဆန့်ကျင်ဘက် ယာဉ်မောင်းများ သတိပေးရန် ကောက်ကွေ့ သို့မဟုတ် တောင်ကုန်း ထိပ် ချဉ်းကပ်သောအခါ,အခြား ယာဉ်မောင်းများ ကို နှုတ်ဆက်ရန်,ကျော်တက်သည့် မည်သည့်အခါမဆို,A,Flash headlights when approaching a bend or crest of a slope to alert oncoming drivers of your presence. Do not use it aggressively or to express anger.,ဆန့်ကျင်ဘက် ယာဉ်မောင်းများ ကို သင် ရှိကြောင်း သတိပေးရန် ကောက်ကွေ့ သို့မဟုတ် တောင်ကုန်း ထိပ် ချဉ်းကပ်သောအခါ မီး ကြာပြပါ။ ကြမ်းတမ်းစွာ သို့မဟုတ် အမျက်ဖြေရန် မသုံးပါနှင့်။,car-interior.png,/signs/sg/car-interior.png,PENDING,
sg_btt_0367,safe_practices,btt.rules.speed,medium,What is the safest following distance formula per 16km/h of speed?,မြန်နှုန်း ၁၆ ကီလိုမီတာ/နာရီ တိုင်း ဘေးကင်းသော နောက်ကပ် ကွာဟချက် ဖော်မြူလာ မည်သည်လဲ?,One car length for every 16 km/h,Two car lengths for every 16 km/h,Three metres for every 10 km/h,၁၆ ကီလိုမီတာ/နာရီ တိုင်း ကား အလျား တစ်ခု,၁၆ ကီလိုမီတာ/နာရီ တိုင်း ကား အလျား နှစ်ခု,၁၀ ကီလိုမီတာ/နာရီ တိုင်း သုံး မီတာ,A,"The formula is one car length for every 16 km/h. At 40 km/h = 2.5 car lengths. Add 0.5 car lengths for every additional 10 km/h. Alternatively, use the 2-second rule.",ဖော်မြူလာ — ၁၆ ကီလိုမီတာ/နာရီ တိုင်း ကား အလျား တစ်ခု ဖြစ်သည်။ ၄၀ ကီလိုမီတာ = ၂.၅ ကား အလျား ဖြစ်သည်။ နောက်ထပ် ၁၀ ကီလိုမီတာ/နာရီ တိုင်း ကား အလျား ၀.၅ ထပ်တိုးပါ။,car-interior.png,/signs/sg/car-interior.png,PENDING,
sg_btt_0368,traffic_rules_right_of_way,btt.signs.mandatory,hard,"At a junction with no signs or lights, when going straight, who must you give way to?",ဆိုင်းဘုတ် သို့မဟုတ် မီး မရှိသော လမ်းဆုံတွင် တည့်တည့် သွားသောအခါ မည်သူကို ဦးစားပေးရမည်လဲ?,Vehicles on your right,Vehicles on your left,Vehicles that arrived first,သင်၏ ညာဘက်ရှိ ယာဉ်များ,သင်၏ ဘယ်ဘက်ရှိ ယာဉ်များ,ဦးစွာ ရောက်သော ယာဉ်များ,A,"At an uncontrolled junction when going straight or turning left, give way to vehicles on your right.",ထိန်းချုပ်မှု မရှိသော လမ်းဆုံတွင် တည့်တည့် သွား သို့မဟုတ် ဘယ် လှည့်သောအခါ ညာဘက်ရှိ ယာဉ်များ ကို ဦးစားပေးရမည်။,give-way.png,/signs/sg/give-way.png,PENDING,
sg_btt_0369,traffic_rules_right_of_way,btt.rules.keep_left,medium,"After turning right from a single-lane street, which lane should you enter?",တစ်လမ်းကြောင်း လမ်းမှ ညာ လှည့်ပြီးနောက် မည်သည့် လမ်းကြောင်းသို့ ဝင်ရမည်လဲ?,"The extreme right lane first, then change lanes when safe",The left lane immediately,The centre lane,ဦးစွာ အဆုံး ညာ လမ်းကြောင်းသို့ ဝင်ပြီး ဘေးကင်းသောအခါ လမ်းကြောင်း ပြောင်းပါ,ချက်ချင်း ဘယ် လမ်းကြောင်း,အလယ် လမ်းကြောင်း,A,"After turning right from a single-lane street, enter the extreme right lane first. Do not cut across into left lanes immediately — change lanes safely when clear.",တစ်လမ်းကြောင်း လမ်းမှ ညာ လှည့်ပြီးနောက် ဦးစွာ အဆုံး ညာ လမ်းကြောင်းသို့ ဝင်ပါ။ ချက်ချင်း ဘယ် လမ်းကြောင်းသို့ ဖြတ်ကူး မပါနှင့် — ဖောက်ရှင်းသောအခါ ဘေးကင်းစွာ လမ်းကြောင်း ပြောင်းပါ။,junction.png,/signs/sg/junction.png,PENDING,
sg_btt_0370,traffic_rules_right_of_way,btt.rules.give_way,hard,What is the exception for stopping in a yellow box junction?,Yellow box လမ်းဆုံ တွင် ရပ်ခြင်း ၏ ခြွင်းချက် မည်သည်လဲ?,Waiting to turn when held up by traffic — you may enter if you can clear the box when lights change,If traffic is light,During off-peak hours,ယာဉ်ကြောင့် ဟန့်တားခံရ၍ လှည့်ရန် စောင့်နေသောအခါ — မီး ပြောင်းသောအခါ box ကို ကြည်ကြည်ဖြင့် ဖြတ်နိုင်ပါက ဝင်နိုင်သည်,ယာဉ် နည်းပါးသောအခါ,ယာဉ်ကြောင်း သက်သာသော နာရီတွင်,A,Two exceptions: (1) waiting to turn when held up by traffic — allowed if you can clear the box when lights change; (2) waiting for oncoming traffic to pass before turning.,ခြွင်းချက် နှစ်ရပ်: (၁) ယာဉ်ကြောင့် ဟန့်တားခံပြီး လှည့်ရန် စောင့်နေသောအခါ — မီး ပြောင်းသောအခါ box ကို ကြည်ကြည်ဖြင့် ဖြတ်နိုင်ပါက ခွင့်ပြုသည်; (၂) လှည့်မတိုင်မီ ဆန့်ကျင်ဘက် ယာဉ် ကျော်သွားရန် စောင့်နေသောအခါ။,junction.png,/signs/sg/junction.png,PENDING,
sg_btt_0371,safe_practices,btt.rules.parking,easy,Why is it important to check your tyres regularly?,ဘီးများ ကို ပုံမှန် စစ်ဆေးခြင်း မည်ကြောင့် အရေးကြီးသလဲ?,Worn or under-inflated tyres reduce grip and increase stopping distance,To improve fuel efficiency only,Tyres never need checking,ပွန်းပဲ့ သို့မဟုတ် ဖိအား နည်းသော ဘီးများ သည် ဆုပ်ကိုင်မှု ကို လျှော့ချပြီး ရပ်ရမည့် ကွာဟချက် ကို တိုးစေသည်,လောင်စာ သက်သာမှု ကိုသာ တိုးတက်ရန်,ဘီး စစ်ဆေးရန် မည်သည့်အခါမျှ မလိုအပ်,A,"Under-inflated or worn tyres reduce road grip, increase fuel consumption, and significantly increase stopping distances — especially in wet conditions.",ဖိအား နည်းသော သို့မဟုတ် ပွန်းပဲ့ ဘီးများ သည် လမ်း ဆုပ်ကိုင်မှု ကို လျှော့ချပြီး လောင်စာ သုံးစွဲမှု တိုးကာ ရပ်ရမည့် ကွာဟချက် ကို သိသိသာသာ တိုးစေသည် — အထူးသဖြင့် စိုရွှဲသော အခြေအနေတွင်။,car-interior.png,/signs/sg/car-interior.png,PENDING,
sg_btt_0372,safe_practices,btt.signs.mandatory,medium,What are loads on any vehicle required to be?,ယာဉ်ပေါ် ကုန်တင်ဆောင်မှု မည်သို့ ဖြစ်ရမည်လဲ?,Always securely fastened so they cannot fall off,Covered with a tarpaulin only,Placed in the boot only,ကျမသွားစေရန် အမြဲ ကြံ့ကြံ့ ခိုင် ချည်နှောင်ထားရမည်,ဘိုင်ကပ်ဖြင့် ဖုံးထားရုံသာ,ကားနောက်ပိုင်း တွင် သာ ထားရမည်,A,All loads — especially external loads — must be securely fastened so they cannot fall off and endanger other road users.,ကုန်တင်ဆောင်မှု အားလုံး — အထူးသဖြင့် ပြင်ပ ကုန်တင်ဆောင်မှု — ကျမသွားစေရန် နှင့် အခြား လမ်းသုံးသူများ ကို အန္တရာယ် မဖြစ်စေရန် ကြံ့ကြံ့ ခိုင် ချည်နှောင်ထားရမည်။,car-interior.png,/signs/sg/car-interior.png,PENDING,
sg_btt_0373,traffic_rules_lane_usage,btt.signs.mandatory,medium,What must you do before moving to a new lane?,လမ်းကြောင်း အသစ်သို့ ရွေ့မတိုင်မီ မည်သို့ ဆောင်ရွက်ရမည်လဲ?,"Check traffic ahead/behind, signal right, check blind spots, move right, accelerate, check mirror, signal left, move left, cancel signal",Signal and move immediately,Sound horn and change lanes,ရှေ့/နောက် ယာဉ် စစ်ဆေး၊ ညာ ဆဲဗ်နယ်ပြ၊ blind spot စစ်ဆေး၊ ညာ ရွေ့၊ အရှိန်မြှင့်၊ မှန် စစ်ဆေး၊ ဘယ် ဆဲဗ်နယ်ပြ၊ ဘယ် ရွေ့၊ ဆဲဗ်နယ် ပယ်ဖျက်,ဆဲဗ်နယ်ပြပြီး ချက်ချင်း ရွေ့ပါ,ဟွန်း တီးပြီး လမ်းကြောင်း ပြောင်းပါ,A,"Steps for lane change: check traffic ahead/behind, signal, check blind spots by turning head, move to new lane, accelerate, check mirror, signal back, return to original lane if needed.",လမ်းကြောင်း ပြောင်းရန် ဆောင်ရွက်မှုများ: ရှေ့/နောက် ယာဉ် စစ်ဆေး၊ ဆဲဗ်နယ်ပြ၊ ခေါင်းလှည့်ကာ blind spot စစ်ဆေး၊ လမ်းကြောင်း အသစ်သို့ ရွေ့၊ အရှိန်မြှင့်ပြီး မှန် စစ်ဆေးပါ။,junction.png,/signs/sg/junction.png,PENDING,
sg_btt_0374,traffic_rules_lane_usage,btt.rules.lanes,easy,Do not 'jump the queue' when traffic is held up. What does this mean?,ယာဉ်ကြောင်း ဟန့်တားနေသောအခါ 'queue ကျော်တက်' မပါနှင့်ဟု ဆိုပါသည်မှာ မည်သည်ဆိုလိုသလဲ?,Do not overtake waiting vehicles by using the shoulder or wrong lane,Always sound horn when in a queue,Drive into the oncoming lane to overtake the queue,လမ်းနားနင်း သို့မဟုတ် မှားသော လမ်းကြောင်းဖြင့် ရပ်ဆိုင်းနေသော ယာဉ်များ ကျော်တက် မပါနှင့်,Queue တွင် ရှိသောအခါ အမြဲ ဟွန်း တီးပါ,ဆန့်ကျင်ဘက် လမ်းကြောင်းသို့ ဝင်ပြီး queue ကျော်တက်ပါ,A,"Do not jump the queue by cutting in or using the hard shoulder. This is inconsiderate and dangerous, and puts other road users at risk.",ဖြတ်ဝင်ခြင်း သို့မဟုတ် လမ်းနားနင်း သုံးပြီး queue ကျော်တက် မပါနှင့်။ ဒီ သည် မသင့်တင့် ပြီး အန္တရာယ်ရှိသည် — အခြား လမ်းသုံးသူများ ကို ဆိုးရွားသော အကျိုးဆက် ဖြစ်စေသည်။,junction.png,/signs/sg/junction.png,PENDING,
sg_btt_0375,traffic_rules_lane_usage,btt.rules.lanes,medium,"When approaching a junction, when should you move into the correct lane?",လမ်းဆုံ ချဉ်းကပ်သောအခါ မှန်ကန်သော လမ်းကြောင်းသို့ မည်သောအခါ ရွေ့ရမည်လဲ?,Well in advance — before reaching the junction,At the junction itself,After the junction,ကြိုတင်ပြင်ဆင်ကာ — လမ်းဆုံ မရောက်မီ,လမ်းဆုံ တွင် ပင်,လမ်းဆုံ ပြီးနောက်,A,Always move into the correct lane well before reaching a junction. Last-minute lane changes are dangerous and inconsiderate.,လမ်းဆုံ မရောက်မီ ကြိုတင်ပြင်ဆင်ကာ မှန်ကန်သော လမ်းကြောင်းသို့ ရွေ့ပါ။ နောက်ဆုံး မိနစ်တွင် လမ်းကြောင်း ပြောင်းခြင်းသည် အန္တရာယ်ရှိပြီး မသင့်တင့်ပါ။,junction.png,/signs/sg/junction.png,PENDING,
sg_btt_0376,special_situations,btt.signs.mandatory,hard,"When driving in a school zone, what must you do?",ကျောင်း ဇုန်တွင် မောင်းနှင်သောအခါ မည်သို့ ဆောင်ရွက်ရမည်လဲ?,Slow down and watch carefully for children,Sound horn to warn children of your approach,Maintain normal speed — children should use crossings,နှေးချပြီး ကလေးများ ကို ဂရုတစိုက် ကြည့်ရှုပါ,ကလေးများ ကို သင်ချဉ်းကပ်ကြောင်း သတိပေးရန် ဟွန်း တီးပါ,ပုံမှန် မြန်နှုန်း ထိန်းသိမ်းပါ — ကလေးများ ဖြတ်ကူးရာ သုံးသင့်သည်,A,"In school zones: slow down, start of school sign means slow down and look out for children. Children may dash out unexpectedly.",ကျောင်း ဇုန်တွင် — နှေးချပြီး ကျောင်း ပွင့်ချိန် ဆိုင်းဘုတ်သည် ကလေးများ ကြည့်ကာ နှေးချရမည် ဆိုတာပါ။ ကလေးများ မမျှော်မှန်းဘဲ ပေါ်ထွက် လာနိုင်သည်။,school-zone.png,/signs/sg/school-zone.png,PENDING,
sg_btt_0377,traffic_rules_parking,btt.signs.prohibitory,hard,Which location allows no parking AND no stopping at any time?,မည်သည့် နေရာ တွင် မည်သည့် အချိန်မျှ ရပ်နားခြင်း AND ရပ်ခြင်း နှစ်မျိုးလုံး မရသလဲ?,Where a zigzag yellow line is painted,Where a single yellow line is painted,Where a double yellow line is painted,ဇစ်ဇပ် အဝါ ကြောင်း ဆေးသုတ်ထားသော နေရာ,တစ်ကြောင်း အဝါ ကြောင်း ဆေးသုတ်ထားသော နေရာ,နှစ်ကြောင်း အဝါ ကြောင်း ဆေးသုတ်ထားသော နေရာ,A,"A zigzag yellow line means absolutely no stopping, no waiting, and no picking up or alighting passengers at any time — stricter than a double yellow line.",ဇစ်ဇပ် အဝါ ကြောင်းသည် မည်သည့် အချိန်မျှ ရပ်ခြင်း၊ စောင့်ဆိုင်းခြင်းနှင့် ခရီးသည် တင်/ချ ခြင်း လုံးဝ မရ ဆိုတာပါ — နှစ်ကြောင်း အဝါ ကြောင်းထက် ပိုကြပ်သည်။,parking-lot.png,/signs/sg/parking-lot.png,PENDING,
sg_btt_0378,road_signs,btt.signs.pedestrian,medium,What is a 'Silver Zone'?,'Silver Zone' ဆိုသည် မည်သည်လဲ?,A three-speed-regulating-strips zone with 40km/h speed markings — for areas with many elderly pedestrians,A premium parking zone,An expressway slow lane,သက်ကြီးရွယ်အို လမ်းလျောက်သူ များသော နေရာ — ၄၀ ကီလိုမီတာ/နာရီ မြန်နှုန်း မှတ်သားချက်ပါ မြန်နှုန်း ထိန်းကြာပ် သုံးခု ဇုန်,ပရီမီယာ ကားရပ် ဇုန်,အမြန်လမ်းမ နှေး လမ်းကြောင်း,A,A Silver Zone is a road safety initiative for areas with many elderly pedestrians. Three speed-regulating strips and 40km/h speed markings are installed to slow drivers.,Silver Zone သည် သက်ကြီးရွယ်အို လမ်းလျောက်သူ များသော နေရာ အတွက် လမ်း ဘေးကင်းရေး အစပြုမှု ဖြစ်သည်။ ယာဉ်မောင်းများ နှေးချစေရန် မြန်နှုန်း ထိန်းကြာပ် သုံးခု နှင့် ၄၀ ကီလိုမီတာ/နာရီ မြန်နှုန်း မှတ်သားချက်များ တပ်ဆင်ထားသည်။,warning-sign.png,/signs/sg/warning-sign.png,PENDING,
sg_btt_0379,road_signs,btt.signs.mandatory,medium,What is the 'Give-Way to Bus' triangular road marking for?,'Give-Way to Bus' တြိဂံ လမ်း မှတ်သားချက် မည်သည်အတွက် ဖြစ်သလဲ?,To remind drivers to stop and give way to buses leaving the bus bay,Marks the end of a bus lane,Indicates a bus stop location,Bus bay မှ ထွက်နေသော ဘတ်စ်ကားကို ရပ်ပြီး ဦးစားပေးရမည်ကို ယာဉ်မောင်းများ ကို သတိပေးသည်,ဘတ်စ်ကား လမ်းကြောင်း ကုန်ဆုံးရာ ကို မှတ်သားသည်,ဘတ်စ်ကား ရပ်နားရာ နေရာ ညွှန်ပြသည်,A,The Give-Way to Bus triangular marking is at the exit of bus bays. Drivers must stop before this marking and give way to buses leaving the bay.,Give-Way to Bus တြိဂံ မှတ်သားချက်သည် bus bay ထွက်ပေါက် တွင် ရှိသည်။ ယာဉ်မောင်းများ ဒီ မှတ်သားချက် ရှေ့တွင် ရပ်ပြီး bay မှ ထွက်သော ဘတ်စ်ကားကို ဦးစားပေးရမည်။,bus-road.png,/signs/sg/bus-road.png,PENDING,
sg_btt_0380,defensive_driving,btt.signs.tunnel,medium,What precaution should you take when overtaking at night?,ညချိန် ကျော်တက်သောအခါ မည်သည့် သတိပြုမှု ဆောင်ရွက်ရမည်လဲ?,Exercise extra caution as visibility is reduced and judging speed and distance is harder,Use full beam headlights throughout,Overtaking at night is the same as daytime,မြင်ကွင်း လျော့နည်းပြီး မြန်နှုန်းနှင့် ကွာဟချက် ဆုံးဖြတ်ရန် ပိုခက်ကြောင်း အထူး ဂရုပြုပါ,ကျော်တက်နေစဉ် မီး အပြည့် ဖွင့်ထားပါ,ညချိန် ကျော်တက်ခြင်းသည် နေ့ချိန် နှင့် တူညီသည်,A,"At night, visibility is reduced, making it harder to judge distance and speed. Exercise extreme caution when overtaking and ensure there is no oncoming traffic.",ညချိန်တွင် မြင်ကွင်း လျော့နည်းပြီး ကွာဟချက်နှင့် မြန်နှုန်း ဆုံးဖြတ်ရန် ပိုခက်သည်။ ကျော်တက်သောအခါ အလွန် ဂရုပြုပြီး ဆန့်ကျင်ဘက် ယာဉ် မရှိကြောင်း သေချာပါ။,night-driving.png,/signs/sg/night-driving.png,PENDING,
sg_btt_0381,safe_practices,btt.signs.tunnel,easy,Motorcyclists in Singapore are required to keep headlights on:,စင်ကာပူတွင် မော်တော်ဆိုင်ကယ် စီးသူများ မီး ဖွင့်ထားရမည်မှာ:,At all times — day and night,Only at night,Only in tunnels,နေ့ ညမဆိုဘဲ အချိန်မရွေး,ညချိန်တွင် သာ,မြေအောက် လမ်းတွင် သာ,A,Motorcyclists are required by law to keep headlights switched on at all times — both day and night — to improve their visibility to other road users.,မော်တော်ဆိုင်ကယ် စီးသူများ ကို အခြား လမ်းသုံးသူများ ပိုမြင်နိုင်ရန် ဥပဒေ အရ နေ့ ညမဆိုဘဲ မီး ဖွင့်ထားရမည်ဖြစ်သည်။,car-interior.png,/signs/sg/car-interior.png,PENDING,
sg_btt_0382,traffic_rules_overtaking,btt.signs.signals,medium,May you overtake on the left in Singapore?,စင်ကာပူတွင် ဘယ်ဘက်မှ ကျော်တက်ခြင်း ရသလဲ?,"Yes — only in specific situations: driver ahead signals right, you intend to turn left, slow traffic, or on a one-way street",No — never allowed to overtake on the left,Yes — always when the left lane is clear,ဟုတ်သည် — တိကျသောအခြေအနေ တွင် သာ: ရှေ့ ယာဉ် ညာ ဆဲဗ်နယ်ပြ၊ သင် ဘယ် လှည့်မည်၊ နှေး ယာဉ်ကြောင်း၊ သို့မဟုတ် တစ်လမ်းသွား လမ်း,မဟုတ် — ဘယ်ဘက်မှ ကျော်တက်ခြင်း မည်သည့်အခါမျှ မရ,ဟုတ်သည် — ဘယ် လမ်းကြောင်း ဖောက်ရှင်းသောအခါ အမြဲ,A,"Overtaking is normally done on the right. Left overtaking is only allowed when: the driver ahead signals to turn right, you intend to turn left at a junction, in slow traffic, or on a one-way street.",ကျော်တက်ခြင်းကို ပုံမှန် ညာဘက်မှ ပြုလုပ်သည်။ ဘယ်ဘက် ကျော်တက်ခြင်းသည် — ရှေ့ ယာဉ် ညာ ဆဲဗ်နယ်ပြသောအခါ၊ သင် ဘယ် လှည့်မည်သောအခါ၊ နှေး ယာဉ်ကြောင်းတွင်၊ သို့မဟုတ် တစ်လမ်းသွား လမ်းတွင် — တွင် သာ ခွင့်ပြုသည်။,junction.png,/signs/sg/junction.png,PENDING,
sg_btt_0383,safe_practices,btt.signs.mandatory,medium,Passengers travelling in lorries or pick-up trucks should:,ကုန်တင်ကား သို့မဟုတ် Pick-up truck တွင် ခရီးသည် ဘောင်ပတ်များ မည်သို့ ဆောင်ရွက်ရမည်လဲ?,Be properly seated — not standing or hanging,Hold onto the sides for safety,Sit on the cargo in the tray,မှန်ကန်စွာ ထိုင်ထားရမည် — ရပ်ခြင်း သို့မဟုတ် ဆွဲကပ်ခြင်း မပြုရ,ဘေးကင်းရေး ဘေးကို ကိုင်ထားပါ,ကုန်ပစ္စည်းပေါ် ထိုင်ပါ,A,Passengers in lorries or pick-ups should be seated properly. Loads must also be securely fastened to prevent them from falling onto the road.,ကုန်တင်ကား သို့မဟုတ် pick-up တွင် ခရီးသည်များ မှန်ကန်စွာ ထိုင်ထားရမည်။ ကုန်ပစ္စည်းများ လမ်းပေါ် မကျ ရန် ကြံ့ကြံ့ ခိုင် ချည်နှောင်ထားရမည်။,car-interior.png,/signs/sg/car-interior.png,PENDING,
sg_btt_0384,traffic_rules_right_of_way,btt.signs.mandatory,easy,What does it mean to 'give way'?,'ဦးစားပေးခြင်း' ဆိုသည် မည်သည်ဆိုလိုသလဲ?,Allow other vehicles or pedestrians to pass before you,Stop permanently,Drive as fast as possible,သင်မတိုင်မီ အခြား ယာဉ် သို့မဟုတ် လမ်းလျောက်သူများ ကျော်ရောက်ခွင့် ပေးခြင်း,အမြဲ ရပ်ခြင်း,တတ်နိုင်သမျှ မြန်မြန် မောင်းနှင်ခြင်း,A,'Give way' means you must allow other vehicles or pedestrians the right to pass before you. It does not mean you must stop — only yield.,'ဦးစားပေးခြင်း' ဆိုသည်မှာ သင်မတိုင်မီ အခြား ယာဉ် သို့မဟုတ် လမ်းလျောက်သူများ ကျော်ရောက်ခွင့် ပေးရမည်။ ရပ်ရမည် မဟုတ် — ဦးစားပေးရုံသာ ဖြစ်သည်။,give-way.png,/signs/sg/give-way.png,PENDING,
sg_btt_0385,traffic_rules_speed_limits,btt.signs.regulatory,hard,Which of these vehicles has the lowest speed limit on Singapore expressways?,အောက်ပါ ယာဉ်များ အနက် မည်သည်သည် စင်ကာပူ အမြန်လမ်းမကြီး တွင် အနိမ့်ဆုံး မြန်နှုန်းကန့်သတ် ရှိသလဲ?,Heavy goods vehicles and buses with more than a certain unladen weight,Private motorcycles,Private cars,တိကျသော ထုခိုင်ပြင် မပါ အလေး ထက် ကျော်သော ကုန်တင်ကား ကြီး နှင့် ဘတ်စ်ကားများ,ကိုယ်ပိုင် မော်တော်ဆိုင်ကယ်,ကိုယ်ပိုင် ကား,A,Heavy goods vehicles and large buses typically have lower speed limits on expressways than private vehicles. The national speed limit is 50 km/h on normal roads unless signed otherwise.,ကုန်တင်ကား ကြီး နှင့် ဘတ်စ်ကား ကြီးများ ပုံမှန်အားဖြင့် ကိုယ်ပိုင် ယာဉ်များ ထက် အမြန်လမ်းမကြီး တွင် မြန်နှုန်းကန့်သတ် နိမ့်သည်။,speed-50.png,/signs/sg/speed-50.png,PENDING,
sg_btt_0386,safe_practices,btt.signs.warning,easy,How often should you check your vehicle's engine oil level?,ကားအင်ဂျင် ဆီ အဆင့် ကို မည်မျှ မကြာမကြာ စစ်ဆေးသင့်သလဲ?,Regularly — before a long journey or at least once a week,Only when the oil warning light comes on,Once a year at servicing,ပုံမှန် — ခရီးရှည် မတိုင်မီ သို့မဟုတ် တစ်ပတ်တစ်ကြိမ် အနည်းဆုံး,ဆီ သတိပေး မီး ဖွင့်မှ သာ,တစ်နှစ်တစ်ကြိမ် ဆာဗစ်တွင် သာ,A,Check engine oil regularly — before a long journey and at least weekly. Low oil causes engine damage. Check on level ground with the engine off after it has cooled.,ဆီ အဆင့် ကို ပုံမှန် — ခရီးရှည် မတိုင်မီ နှင့် တစ်ပတ်တစ်ကြိမ် အနည်းဆုံး စစ်ဆေးပါ။ ဆီ နည်းပါက အင်ဂျင် ပျက်စီးနိုင်သည်။ ညီညာသော မြေပေါ် ၌ အင်ဂျင် ပိတ်ပြီး အေးသွားမှ စစ်ဆေးပါ။,car-engine.png,/signs/sg/car-engine.png,PENDING,
