bank,id,topic,syllabus_ref,difficulty,is_hazard,prompt_en,prompt_my,prompt_ja,choice_a_en,choice_b_en,choice_c_en,choice_a_my,choice_b_my,choice_c_my,choice_a_ja,choice_b_ja,correct_answer,explanation_en,explanation_my,explanation_ja,hazard_p1_en,hazard_p1_answer,hazard_p2_en,hazard_p2_answer,hazard_p3_en,hazard_p3_answer,image_filename,media_src,verified,reviewer_notes
sg_ftt,sg_ftt_0172,hazard_speed_management,ftt.traffic.pedestrians,medium,,How should you adjust speed when driving through a shopping area with pedestrians?,လမ်းလျောက်သူ ရှိသော ဈေးဝယ်ရာ ဇုန် ၌ မောင်းနှင်သောအခါ မြန်နှုန်း မည်သို့ ညှိနှိုင်းသင့်သလဲ?,,Reduce speed significantly — pedestrians may step out unexpectedly from between parked cars,Keep normal road speed — pedestrians must look out for cars,Sound horn frequently and proceed,မြန်နှုန်း သိသိသာသာ လျှော့ချပါ — လမ်းလျောက်သူများ ရပ်ဆိုင်းနေသော ကားများ အကြားမှ မမျှော်မှန်းဘဲ ထွက်လာနိုင်သည်,ပုံမှန် လမ်း မြန်နှုန်း ထိန်းသိမ်းပါ — လမ်းလျောက်သူများ ကားများ ကြည့်ရမည်,ဟွန်း မကြာမကြာ တီးပြီး ဆက်သွားပါ,,,A,"In busy pedestrian areas: drive slowly, be prepared to stop, expect the unexpected — people step out between parked cars, children run, delivery vehicles stop suddenly.",ပြောင်းပြန် ယာဉ်ကြောင်း များသော ဇုန် ၌: နှေးနှေး မောင်းပြီး ရပ်ရန် အသင့်ပြင်ဆင်ကာ မမျှော်လင့်သောကိစ္စကို မျှော်လင့်ပါ — ရပ်ဆိုင်းနေသော ကားများ အကြားမှ လမ်းလျောက်သူ ထွက်လာသည်၊ ကလေး ပြေးသည်၊ ပို့ဆောင်ရေး ယာဉ် ရုတ်တရက် ရပ်သည်,,,,,,,,,,PENDING,
sg_ftt,sg_ftt_0173,night_driving,ftt.traffic.vehicle_ahead,medium,,When should you use high-beam headlights?,မြင့်မားသော headlight beam ကို မည်သည့်အခါ သုံးသင့်သလဲ?,,On unlit roads with no oncoming vehicles — switch to low beam when meeting oncoming traffic,At all times to see as far as possible,Only in foggy conditions,ရှေ့မှ လာသော ယာဉ် မရှိသော မီးမထွန်းသော လမ်းများ ၌ — ရှေ့မှ လာသော ယာဉ် ၌ တွေ့ဆုံသောအခါ low beam သို့ ပြောင်းပါ,တတ်နိုင်သမျှ ဝေးဝေးမြင်ရန် အချိန်အခါ မဆို,မြူနှင်းဆိုင်ရာ အခြေအနေ ၌ သာ,,,A,"Use high beams on dark unlit roads when no other traffic is present. Dip to low beam when: oncoming vehicle is within 200m, following another vehicle closely, or in fog/rain.",အခြား ယာဉ်ကြောင်း မရှိသောအခါ မှောင်သော မီးမထွန်းသော လမ်းများ ၌ High beam သုံးပါ။ Low beam သို့ ချပါ: ရှေ့မှ လာသော ယာဉ် မီတာ ၂၀၀ အတွင်း ၌ ဖြစ်သောအခါ၊ အခြား ယာဉ် နောက်မှ နီးနီး လိုက်သောအခါ သို့မဟုတ် မြူနှင်း/မိုးရေ ၌ ဖြစ်သည်။,,,,,,,,,,PENDING,
sg_ftt,sg_ftt_0174,night_driving,ftt.traffic.oncoming,medium,,What is 'dazzle' and how should you react to it while driving?,'Dazzle' ဆိုသည် မည်သည်လဲ၊ ကားမောင်းနေစဉ် ၎င်းကို မည်သို့ တုံ့ပြန်သင့်သလဲ?,,"Temporary blindness from oncoming headlights — slow down, look at the left road edge, don't stare at lights",Flash your high beams at the offending driver,Stop immediately in the road,ရှေ့မှ လာသော headlight မှ ယာယီ မျက်လည်မှု — နှေးချ၊ လမ်း ဘယ်ဘက် ဆုံးမြင်မျဉ်း ကြည့်၊ မီးများ ကို မချပေးနှင့်,ကျူးလွန်သော ယာဉ်မောင်း ကို High beam မြင့်ပြပါ,လမ်းပေါ် ၌ ချက်ချင်း ရပ်ပါ,,,A,"When dazzled by headlights: reduce speed, look at the left road edge (not at the lights), be ready to stop. After the vehicle passes, your eyes need a few seconds to re-adjust.",Headlight ကြောင့် မျက်လည်သောအခါ: မြန်နှုန်း လျှော့ချ၊ မီးများ မဟုတ်ဘဲ လမ်း ဘယ်ဘက် ဆုံးမြင်မျဉ်း ကြည့်၊ ရပ်ရန် အသင့်ပြင်ဆင်ပါ။ ယာဉ် ဖြတ်သွားပြီးနောက် မျက်လုံးများ ပြန်ညှိဖို့ စက္ကန့် အနည်းငယ် ကြာသည်။,,,,,,,,,,PENDING,
sg_ftt,sg_ftt_0175,night_driving,ftt.skills.lanes,easy,,Why is it especially important to check mirrors more frequently at night?,ညဘက် မှန်ဖြင့် ပိုမကြာမကြာ စစ်ဆေးရန် အဘယ်ကြောင့် အထူး အရေးကြီးသလဲ?,,Headlights behind you dazzle in mirrors — checking frequently helps detect following vehicles and road conditions,Mirrors are more effective at night,Mirrors don't work at night,နောက်မှ headlight သည် မှန် ၌ မျက်လည်စေသည် — မကြာမကြာ စစ်ဆေးခြင်းသည် နောက်မှ ယာဉ်နှင့် လမ်းအခြေအနေ ရှာဖွေတွေ့ရှိရန် ကူညီသည်,မှန်သည် ညဘက် ၌ ပိုထိရောက်သည်,မှန်သည် ညဘက် ၌ မသုံးရပါ,,,A,"At night, check mirrors frequently to detect approaching vehicles, cyclists or motorcyclists who may not be clearly visible. Be aware that headlight dazzle can reduce how well you see in mirrors.",ညဘက် ၌ မကြာမကြာ မမြင်နိုင်မည့် ချဉ်းကပ်နေသော ယာဉ်၊ စက်ဘီး သို့မဟုတ် မော်တော်ဆိုင်ကယ် ကို ရှာဖွေရန် မှန် စစ်ဆေးပါ။ Headlight dazzle သည် မှန်ပေါ် ၌ မြင်ကွင်း ကျဉ်းစေနိုင်ကြောင်း သတိပြုပါ။,,,,,,,,,,PENDING,
sg_ftt,sg_ftt_0176,night_driving,legacy.night_driving,medium,,What should you do if you think you may be too tired to drive?,ကားမောင်းမည် ဆိုပါမူ မောပန်းနွမ်းနယ်နိုင်သည် ဟု ထင်ပါက မည်သို့ ဆောင်ရွက်ရမည်လဲ?,,"Stop safely, rest or sleep — driving while fatigued is as dangerous as drink-driving",Have a coffee and continue,Turn on the radio loudly,ဘေးကင်းစွာ ရပ်ပြီး နားပါ သို့မဟုတ် အိပ်ပါ — ပင်ပန်းနွမ်းနယ်မှုနှင့် ကားမောင်းခြင်းသည် မူးယစ်ရမ်းကား ၏ အန္တရာယ် ကဲ့သို့ ဖြစ်သည်,ကော်ဖီ သောက်ပြီး ဆက်သွားပါ,ရေဒီယို ကျယ်ကျယ် ဖွင့်ပါ,,,A,Fatigue dramatically reduces reaction time and decision-making. Stop at a safe location and rest. A 15-20 minute nap is more effective than caffeine.,ပင်ပန်းနွမ်းနယ်မှုသည် တုံ့ပြန်မှု အချိန်နှင့် ဆုံးဖြတ်ချက်ချမှတ်မှု ကို ကြီးမားစွာ လျော့ကျစေသည်။ ဘေးကင်းသော နေရာ ၌ ရပ်ပြီး နားပါ။ မိနစ် ၁၅-၂၀ ၏ မွှေးမှိပ်ခြင်းသည် ကာဖိန်းအင်းထက် ပိုထိရောက်သည်။,,,,,,,,,,PENDING,
sg_ftt,sg_ftt_0177,wet_weather,ftt.skills.basics,medium,,What is aquaplaning and how do you avoid it?,Aquaplaning ဆိုသည် မည်သည်လဲ၊ ၎င်း ကို မည်သို့ ရှောင်ကွင်းနိုင်သလဲ?,,"Tyres losing contact with road surface on water — avoid by reducing speed, maintaining correct tyre pressure and tread depth",Windscreen wipers not working in rain,Engine flooding when driving through deep water,ရေ ၌ ဘီး လမ်းမျက်နှာပြင် ထိတွေ့မှု ဆုံးရှုံးခြင်း — မြန်နှုန်း လျှော့ချ၊ မှန်ကန်သော ဘီး ဖိအားနှင့် အကြောင်းရာ အနက် ထိန်းသိမ်းပြီး ရှောင်ကွင်းနိုင်သည်,မိုးထဲ ၌ မှန်ပွတ်ကိရိယာ မသုံးနိုင်ခြင်း,နက်သော ရေ ၌ မောင်းနှင်သောအခါ အင်ဂျင် ရေကြီးခြင်း,,,A,"Aquaplaning: a wedge of water builds under the tyres, lifting them off the surface. Warning: light, floating steering. If it happens: ease off accelerator gently, hold steering straight, don't brake sharply.",Aquaplaning: ဘီး အောက် ရေ ပေ့ ဆောက်တည်ပြီး ၎င်းတို့ကို မျက်နှာပြင်မှ မြှောက်သည်။ သတိပေးချက်: ပေါ့ပါးသော၊ မျောဝဲသော ကားလမ်းညွှန်ခြင်း။ ဖြစ်ပါက: အရှိန် ဖိနပ်ဖြည်းချင်း ဖယ်ရှား၊ ကားလမ်းညွှန်ကို တည့်တည့် ကိုင်ထား၊ ဘရိတ် မကြမ်းကြမ်း ဆွဲမပါနှင့်။,,,,,,,,,,FIX,
sg_ftt,sg_ftt_0178,wet_weather,ftt.skills.basics,easy,,How does wet weather affect your stopping distance?,မိုးရွာသောအခါ ကားရပ်ရမည့် အကွာအဝေး ကို မည်သို့ သက်ရောက်သလဲ?,,Wet roads double stopping distance — increase following distance and reduce speed,Wet roads reduce stopping distance,No effect — ABS handles wet conditions,စိုစွတ်သော လမ်းများ သည် ရပ်ရမည့် အကွာအဝေး နှစ်ဆ ဖြစ်စေသည် — ကိုင်မောင်းသော အကွာအဝေး တိုးပြီး မြန်နှုန်း လျှော့ပါ,စိုစွတ်သော လမ်းများ သည် ရပ်ရမည့် အကွာအဝေး လျော့ကျစေသည်,မည်သည့် သက်ရောက်မှုမျှ မရှိ — ABS သည် စိုစွတ်သော အခြေအနေ ကိုင်တွယ်သည်,,,A,"Wet roads reduce tyre grip, doubling stopping distance. Even with ABS, stopping takes longer. Increase following distance to at least 4 seconds and reduce speed.",စိုစွတ်သော လမ်းများ ဘီး ဆုပ်ကိုင်မှု လျော့ပြီး ရပ်ရမည့် အကွာအဝေး နှစ်ဆ ဖြစ်စေသည်။ ABS ဖြင့်ပင်မဆို ရပ်ခြင်းသည် ပိုကြာသည်။ နောက်မှ ကားနှင့် အကွာအဝေး အနည်းဆုံး ၄ စက္ကန့်သို့ တိုးပြီး မြန်နှုန်း လျော့ပါ။,,,,,,,,,,PENDING,
sg_ftt,sg_ftt_0179,wet_weather,legacy.wet_weather,medium,,What is the correct procedure if your car goes into a skid?,ကား ချောက်ထဲ ဝင်သွားပါက မှန်ကန်သော လုပ်ထုံးလုပ်နည်း မည်သလဲ?,,"Steer into the skid, ease off accelerator, don't brake sharply",Brake hard immediately,Steer hard in the opposite direction,ချောက် ဆီသို့ ကားလမ်းညွှန်ပြောင်း၊ အရှိန် ဖိနပ် ဖြည်းဖြည်းချင်း ဖယ်ရှား၊ ဘရိတ် မကြမ်းကြမ်း မဆွဲပါနှင့်,ချက်ချင်း ဘရိတ် ကြမ်းကြမ်း ဆွဲပါ,ဆန့်ကျင်ဖက် သို့ ကားလမ်းညွှန် ကြမ်းကြမ်း ပြောင်းပါ,,,A,In a rear-wheel skid: steer in the direction the rear is sliding (into the skid). Ease off accelerator. Don't brake sharply as this makes it worse. Allow car to straighten.,နောက်ဘီး ချောက် ၌: နောက်ဘီး ချောနေသော ဦးတည်ချက် (ချောက် ဆီ) သို့ ကားလမ်းညွှန်ပြောင်းပါ။ အရှိန် ဖိနပ် ဖြည်းဖြည်းချင်း ဖယ်ရှားပါ။ ၎င်းသည် ပိုဆိုးစေသောကြောင့် ဘရိတ် မကြမ်းကြမ်း မဆွဲပါနှင့်။ ကားကို ဖြောင့်ဖြတ်ရန် ခွင့်ပြုပါ။,,,,,,,,,,PENDING,
sg_ftt,sg_ftt_0180,wet_weather,ftt.traffic.vehicle_ahead,easy,,When should you use hazard lights in heavy rain?,ကြီးမားသော မိုးရွာသွန်းမှု ၌ hazard light ကို မည်သည့်အခါ သုံးသင့်သလဲ?,,Only when stationary or stopped — do NOT drive with hazard lights on as they confuse other drivers,Always drive with hazard lights in heavy rain,Use hazard lights to increase speed in rain,ရပ်ဆိုင်းသောအခါ သို့မဟုတ် ရပ်ချိန် ၌ သာ — မောင်းနှင်နေစဉ် hazard light ဖွင့်ထားခြင်းသည် အခြား ယာဉ်မောင်းများ ကို ရှုပ်ထွေးစေသောကြောင့် မလုပ်ပါနှင့်,ကြီးမားသော မိုးရွာသွန်းမှု ၌ hazard light ဖွင့်ကာ မောင်းနှင်ပါ,မိုးထဲ ၌ မြန်နှုန်း တိုးရန် hazard light သုံးပါ,,,A,"Driving with hazard lights on is dangerous — other drivers cannot tell if you are indicating to turn. In heavy rain: slow down, increase following distance, use headlights. Stop safely if visibility is too poor.",Hazard light ဖွင့်ကာ မောင်းနှင်ခြင်းသည် အန္တရာယ်ရှိသည် — အခြား ယာဉ်မောင်းများ သည် သင် ကွေ့ရန် ဆဲဗ်နယ်ပြနေသည် ဟု မသိနိုင်ပါ။ ကြီးမားသော မိုးရွာသွန်းမှု ၌: နှေးချ၊ ကိုင်မောင်းသော အကွာအဝေး တိုး၊ headlight သုံးပါ။ မြင်ကွင်း ဆိုးလွန်းပါက ဘေးကင်းစွာ ရပ်ပါ။,,,,,,,,,,PENDING,
sg_ftt,sg_ftt_0181,vulnerable_road_users,ftt.skills.overtaking,medium,,What special consideration is needed around cyclists on a dual carriageway?,Dual carriageway ၌ စက်ဘီး စောင်းနားမှ မည်သည့် အထူး ဆင်ခြင်မှု လိုအပ်သလဲ?,,Give cyclists at least 1.5m clearance when overtaking — they may swerve to avoid road hazards,Overtake as close as possible to maintain speed,Sound horn to warn cyclist,ကျော်တက်သောအခါ စက်ဘီး ကို အနည်းဆုံး ၁.၅ မီတာ ကွာဝေးမှု ပေးပါ — ၎င်းတို့ လမ်း အန္တရာယ်ကို ရှောင်ရန် ကွေ့ကောက်နိုင်သည်,မြန်နှုန်း ထိန်းသိမ်းရန် တတ်နိုင်သမျှ နီးနီး ကျော်တက်ပါ,စက်ဘီး ကို သတိပေးရန် ဟွန်းတီးပါ,,,A,"Pass cyclists with a minimum 1.5m gap. Cyclists may swerve to avoid potholes, drains, or debris. Anticipate this. Slow down and wait for a safe opportunity to pass.",စက်ဘီး ကို အနည်းဆုံး ၁.၅ မီတာ ကွာဝေးမှု ဖြင့် ဖြတ်ပါ။ မြေပေါက်၊ မြောင်း သို့မဟုတ် အမိုက်သရိုက်ကို ရှောင်ရန် စက်ဘီး ကွေ့ကောက်နိုင်သည်။ ၎င်းကို မျှော်မှန်းပါ။ နှေးချပြီး ဘေးကင်းသော ဖြတ်ကူးချိန် ရောက်သည်ထိ စောင့်ပါ။,,,,,,,,,,PENDING,
sg_ftt,sg_ftt_0182,vulnerable_road_users,ftt.expressway,medium,,"What is a ""Silver Zone"" and what special precautions apply there?","""Silver Zone"" ဆိုသည်မှာ ဘာဆိုလိုပြီး ၎င်းတွင် မည်သည့် အထူးသတိပြုမှုများ ဆောင်ရွက်ရမည်လဲ?",,A designated zone near elderly residential areas — reduced speed limit and enhanced penalties for speeding,A precious metal trading area with restricted vehicle access,A zone with silver-coloured road markings for high-speed roads,သက်ကြီးရွယ်အိုများ နေထိုင်ရာ နေရာများ အနီးရှိ သတ်မှတ်ဇုန် — မြန်နှုန်းကန့်သတ်ချက် လျော့ချပြီး ပိုမိုပြင်းထန်သော ဒဏ်ကြေးများ,ယာဉ်ဝင်ရောက်မှု ကန့်သတ်ထားသော ငွေရွှေ ကုန်သွယ်ရေးနေရာ,မြန်နှုန်းမြင့်လမ်းများအတွက် ငွေရောင်လမ်းသားများပါသော ဇုန်,,,A,Silver Zones are areas near elderly residents with enhanced road safety features. Speed limits are reduced and penalty for speeding offences is higher — 2 additional demerit points compared to normal zones.,Silver Zone များသည် သက်ကြီးရွယ်အိုများ ရှိသော နေရာ အနီးမှ လမ်းဘေးကင်းလုံခြုံရေးကို မြှင့်တင်ထားသော နေရာများ ဖြစ်သည်။ မြန်နှုန်းကန့်သတ်ချက်လျော့ချပြီး ကျူးလွန်မှုအတွက် ဒဏ်မှတ် ပိုမိုများသည်။,,,,,,,,,,PENDING,
sg_ftt,sg_ftt_0183,vulnerable_road_users,ftt.skills.overtaking,hard,,What is the rule for passing a stationary ambulance or fire engine with blue lights and siren?,အပြာ မီးနှင့် ဆိုင်ရင်းနှင့် ရပ်ဆိုင်းနေသော မြောက်ကပ်ဆေးကုယာဉ် သို့မဟုတ် မီးငြိမ်းကားကို ဖြတ်ကူးရာ ၌ စည်းမျဉ်း မည်သလဲ?,,Proceed with caution — give way to emergency vehicles attending incidents even when stationary,Overtake immediately to clear the scene,No obligation to give way to stationary vehicles,သတိဖြင့် ဆက်သွားပါ — ရပ်ဆိုင်းနေသောအချိန် ၌ပင် ဖြစ်ရပ် တက်ရောက်ကိုင်တွယ်နေသော အရေးပေါ် ယာဉ်ကို လမ်းပေးပါ,မြင်ကွင်း ဖြောင့်ရှင်းစေရန် ချက်ချင်း ကျော်တက်ပါ,ရပ်ဆိုင်းနေသော ယာဉ်ကို လမ်းပေးရန် တာဝန် မရှိပါ,,,A,"Pass emergency vehicles at scene with caution — reduce speed significantly, watch for responders on road, follow instructions from officers. Never overtake recklessly near incident scenes.",မြင်ကွင်း ၌ အရေးပေါ် ယာဉ်ကို သတိဖြင့် ဖြတ်ကူးပါ — မြန်နှုန်း သိသိသာသာ လျှော့ချ၊ လမ်းပေါ် ရှိ တုံ့ပြန်သူများ ကြည့်ပါ၊ တာဝန်ရှိ အရာရှိများ၏ ညွှန်ကြားချက် လိုက်နာပါ။ ဖြစ်ရပ် မြင်ကွင်း နားတွင် ပေါ့ဆဘဲ ကျော်တက်မပါနှင့်။,,,,,,,,,,PENDING,
sg_ftt,sg_ftt_0184,advanced_road_signs,ftt.expressway,medium,,What does a circular blue sign with a white number indicate?,အဖြူ နံပါတ် ဖြင့် စက်ဝိုင်း အပြာ ဆိုင်းဘုတ် ဆိုသည် မည်သလဲ?,,Minimum speed in km/h — you must not travel slower than this,Maximum speed limit,Recommended speed,ကီလိုမီတာ/နာရီ ၌ အနည်းဆုံး မြန်နှုန်း — ၎င်းထက် နှေးနှေး မောင်းနှင်ခြင်း မပြုရ,အများဆုံး မြန်နှုန်း ကန့်သတ်,အကြံပြု မြန်နှုန်း,,,A,A circular blue sign with a white number shows the minimum speed — used on expressways to prevent dangerously slow vehicles. A circular red ring around a number = maximum speed.,အဖြူ နံပါတ် ဖြင့် စက်ဝိုင်း အပြာ ဆိုင်းဘုတ် သည် အနည်းဆုံး မြန်နှုန်း ပြသည် — အန္တရာယ်ရှိသော နှေးသော ယာဉ်များ တားဆီးရန် အဝေးပြေး လမ်းမများ ၌ သုံးသည်။ နံပါတ် ၌ အနီ စက်ဝိုင်း = အများဆုံး မြန်နှုန်း ဖြစ်သည်။,,,,,,,,,,PENDING,
sg_ftt,sg_ftt_0185,advanced_road_signs,ftt.skills.junctions,medium,,You are on a priority road in a housing estate. A car at a side junction starts to edge forward without looking. What should you do?,အိမ်ရာကျောင်းတွင်းရှိ ဦးစားပေးလမ်းပေါ်တွင် မောင်းနှင်နေသည်။ ဘေးလမ်းဆုံမှ ကားတစ်စီး မကြည့်ဘဲ ရှေ့သို့ တ်းဖြည်း ထွက်လာသည်။ သင် ဘာလုပ်သင့်သလဲ။,,"Be ready to brake — the side-road driver must give way, but you must avoid a collision",Maintain speed and assume the other driver will stop,Flash your high beam and accelerate to pass first,ဘရိတ်နိုင်ရန် ပြင်ဆင်ထားပါ — ဘေးလမ်းမှ ယာဉ်မောင်းသည် လမ်းပေးရမည်ဖြစ်သော်လည်း တိုက်မိမှု ရှောင်ရမည်,အခြားယာဉ်မောင်း ရပ်မည်ဟု ယုံကြည်ပြီး အမြန်နှုန်းထိန်းပါ,အလြင်းမီး လှုပ်ရှားပြီး ဦးစွာကျော်တက်ရန် အရှိန်တိုး,,,A,"Priority road status means others must give way to you, but defensive driving requires you to react if another driver makes a mistake.",ဦးစားပေးလမ်းအခြေအနေဆိုသည်မှာ အခြားသူများ သင်ကို လမ်းပေးရမည်ဟု ဆိုလိုသော်လည်း အခြားယာဉ်မောင်း အမှားပြုလျှင် တုံ့ပြန်နိုင်ရန် ကာကွယ်စွာ မောင်းနှင်ရမည်။,,,,,,,,,,PENDING,
sg_ftt,sg_ftt_0186,advanced_road_signs,ftt.skills.basics,hard,,What does a white square sign with a red X mean?,အနီ X ဖြင့် ဖြူ နှင့်ငြိ ဆိုင်းဘုတ် ဆိုသည် မည်သလဲ?,,No stopping — you must not stop even to drop off or pick up passengers,No parking but stopping permitted,Railroad crossing ahead,မရပ်ရ — ခရီးသည် ဆင်း/တင်ရန်ပင် ရပ်ခြင်းကို မပြုရ,မရပ်နားရ သို့သော် ရပ်ဆိုင်းခြင်း ခွင့်ပြု,ရှေ့ ၌ ရထားလမ်း ဖြတ်ကူးရာ,,,A,"A red X sign means 'No Stopping' — stricter than 'No Parking'. You cannot stop at all, not even briefly. Applies at yellow zigzag lines and some restricted zones.",အနီ X ဆိုင်းဘုတ် ဆိုသည်မှာ 'မရပ်ရ' ဖြစ်သည် — 'မရပ်နားရ' ထက် ပိုကြပ်မတ်သည်။ လုံးဝ ရပ်ခြင်း မပြုရ၊ တဟုတ်မျှပင်မဆို ဖြစ်သည်။ ဝါ zigzag မျဉ်းများနှင့် တချို့ ကန့်သတ် ဇုန်များ ၌ ကျင့်သုံးသည်။,,,,,,,,,,PENDING,
sg_ftt,sg_ftt_0187,advanced_road_signs,ftt.expressway,medium,,What do white arrows on a blue rectangular sign indicate?,အပြာ ထောင့်မှန်စတုဂံ ဆိုင်းဘုတ် ၌ ရှိသော အဖြူ မြှားများ ဆိုသည် မည်သလဲ?,,"Directional information — showing available routes, lane assignments or directions to locations",No entry,One-way road,ဦးတည်ချက် သတင်းအချက်အလက် — ရနိုင်သော လမ်းကြောင်းများ၊ lane တာဝန်သတ်မှတ်မှုများ သို့မဟုတ် တည်နေရာသို့ ဦးတည်ချက်များ ပြသသည်,ဝင်ခြင်း မပြုရ,တစ်ဦးတည်း လမ်း,,,A,"Blue rectangular signs with white arrows are informational signs — showing directions, routes and destinations. Green signs are used on expressways for expressway destinations.",အဖြူ မြှားများ ဖြင့် အပြာ ထောင့်မှန်စတုဂံ ဆိုင်းဘုတ်များ သည် သတင်းအချက်အလက် ဆိုင်းဘုတ်များ ဖြစ်သည် — ဦးတည်ချက်၊ လမ်းကြောင်းနှင့် ဦးတည်နေရာများ ပြသသည်။ အဝေးပြေး လမ်းမ ၌ အဝေးပြေး ဦးတည်နေရာများ အတွက် အစိမ်း ဆိုင်းဘုတ်များ သုံးသည်။,,,,,,,,,,PENDING,
sg_ftt,sg_ftt_0188,advanced_parking,ftt.skills.junctions,medium,,You approach a busy junction with a yellow box marking. Traffic on your exit road is queueing and not moving. What must you do?,ဝါရောင်ဘောက်စ် မျဉ်းပြင်ဆင်ထားသော လမ်းဆုံကို ချဉ်းကပ်နေသည်။ သင် ထွက်မည့်လမ်းပေါ်တွင် ယာဉ်များ တန်းစီနေပြီး မရွေ့သေးပါ။ သင် ဘာလုပ်ရမည်လဲ။,,Wait behind the yellow box until your exit road is clear before entering,Enter the box and wait — it is designed for queuing,Enter with only your front wheels inside the box,ထွက်လမ်းရှင်းသည်အထိ ဝါရောင်ဘောက်အပြင်ဘက်တွင် စောင့်ကာ ထိုမှသာ ဝင်ပါ,ဘောက်ထဲ ဝင်ပြီး စောင့်ပါ — တန်းစီရန် ဒီဇိုင်းထုတ်ထားသည်,ရှေ့ဘီးများသာ ဘောက်ထဲ ရောက်အောင် ဝင်ပါ,,,A,Do not enter a yellow box junction unless your exit is clear. Blocking the box causes gridlock and blocks emergency vehicles.,ထွက်လမ်း မရှင်းလျှင် ဝါရောင်ဘောက်လမ်းဆုံသို့ မဝင်ပါနှင့်။ ဘောက်ပိတ်ဆို့ခြင်းသည် ယာဉ်ကြောင်း ပိတ်ဆို့စေပြီး အရေးပေါ်ယာဉ်များကို အနှောင့်အယှက် ဖြစ်စေသည်။,,,,,,,,,,PENDING,
sg_ftt,sg_ftt_0189,advanced_parking,ftt.skills.junctions,medium,,What is the rule regarding parking opposite a junction?,Junction ၏ ဆန့်ကျင်ဖက် ၌ ရပ်နားသော စည်းမျဉ်း မည်သလဲ?,,Do not park within 9m (or 3 car lengths) of a junction — it obstructs visibility,Parking opposite a junction is allowed if hazard lights are on,Only motorcycles cannot park near junctions,Junction မှ မီတာ ၉ (သို့မဟုတ် ကား ၃ စီး အရှည်) အတွင်း ၌ မရပ်နားပါနှင့် — ၎င်းသည် မြင်ကွင်း ပိတ်ဆို့သည်,Hazard light ဖွင့်ပါက Junction ဆန့်ကျင်ဖက် ၌ ရပ်နားခြင်း ခွင့်ပြုသည်,မော်တော်ဆိုင်ကယ် ကိုသာ Junction နား ၌ မရပ်ရပ်နားရ,,,A,Do not park within 9m of a junction as it blocks visibility for turning drivers and emerging vehicles. This is a traffic offence.,ကွေ့ကောက်နေသော ယာဉ်မောင်းများနှင့် ထွက်လာနေသော ယာဉ်များ ၏ မြင်ကွင်း ပိတ်ဆို့သောကြောင့် Junction မှ မီတာ ၉ အတွင်း ၌ မရပ်နားပါနှင့်။ ၎င်းသည် ယာဉ်ကြောင်း ကျူးလွန်မှု ဖြစ်သည်။,,,,,,,,,,PENDING,
sg_ftt,sg_ftt_0190,advanced_parking,ftt.skills.parking,medium,,What do yellow kerb markings indicate?,ဝါ kerb မျဉ်းများ ဆိုသည် မည်သလဲ?,,No parking during restricted hours shown on nearby sign plate — check the sign for times,No parking at any time,Parking for residents only,နီးစပ်ရာ ဆိုင်းဘုတ် ကြည်းပေါ် ပြသထားသော ကန့်သတ် နာရီ ၌ မရပ်နားရ — အချိန်များ ကို ဆိုင်းဘုတ် စစ်ဆေးပါ,မည်သည့်အချိန် ၌ မျှ မရပ်နားရ,နေထိုင်သူ ကိုသာ ရပ်နားခြင်း,,,A,"Yellow kerb lines mean parking restrictions apply during certain hours (shown on a sign plate). Outside those hours, parking may be permitted. Check the sign for exact hours.",ဝါ kerb မျဉ်းများ ဆိုသည်မှာ အချို့ နာရီ (ဆိုင်းဘုတ် ကြည်းပေါ် ပြသသည်) ၌ ရပ်နားခြင်း ကန့်သတ်မှုများ ကျင့်သုံးသည် ဆိုတာပါ။ ထို နာရီများ ၌ မဟုတ်ဘဲ ရပ်နားခြင်း ခွင့်ပြုနိုင်သည်။ တိကျသော နာရီများ ကို ဆိုင်းဘုတ် စစ်ဆေးပါ။,,,,,,,,,,PENDING,
sg_ftt,sg_ftt_0191,towing,ftt.skills.basics,medium,,What is the maximum speed when towing a trailer in Singapore?,စင်ကာပူ ၌ ဆွဲ ယာဉ် ဆွဲသောအခါ အများဆုံး မြန်နှုန်း မည်မျှ ဖြစ်သလဲ?,,60 km/h unless a lower limit is posted,Same as any other vehicle — 90 km/h on expressways,No speed limit applies to towing,နည်းသော ကန့်သတ် မတင်ထားပါက ကီလိုမီတာ/နာရီ ၆၀,မည်သည့် ယာဉ်နှင့်မဆို တူ — အဝေးပြေး လမ်းမ ၌ ကီလိုမီတာ/နာရီ ၉၀,ဆွဲ ယာဉ် ဆွဲသောအခါ မြန်နှုန်း ကန့်သတ် မကျင့်သုံးပါ,,,A,"When towing a trailer, the maximum speed is 60 km/h in Singapore unless a lower limit is posted. Towing affects braking, steering and stability — drive more cautiously.",ဆွဲ ယာဉ် ဆွဲသောအခါ နည်းသော ကန့်သတ် မတင်ထားပါက စင်ကာပူ ၌ အများဆုံး မြန်နှုန်းသည် ကီလိုမီတာ/နာရီ ၆၀ ဖြစ်သည်။ ဆွဲ ယာဉ် ဆွဲခြင်းသည် ဘရိတ်ဆွဲ၊ ကားလမ်းညွှန်နှင့် တည်ငြိမ်မှုကို သက်ရောက်သည် — ပိုသတိဖြင့် မောင်းနှင်ပါ။,,,,,,,,,,PENDING,
