id,topic,syllabus_ref,difficulty,prompt_en,prompt_my,choice_a_en,choice_b_en,choice_c_en,choice_a_my,choice_b_my,choice_c_my,correct_answer,explanation_en,explanation_my,image_filename,media_src,verified,reviewer_notes
sg_rtt_0060,lane_filtering_positioning,,hard,A rider is filtering and notices a pedestrian crossing between the stationary cars ahead. What is the correct response?,ဖြတ်ကျော်မောင်းနှင်နေသော ယာဉ်မောင်းသူသည် ရပ်နားနေသော ကားများကြားမှ လူတစ်ဦး ဖြတ်ကျော်နေသည်ကို တွေ့ရှိလျှင် မှန်ကန်သောတုံ့ပြန်မှုက ဘာလဲ။,Slow down or stop immediately and give way to the pedestrian,Sound the horn and continue filtering at the same speed,Swerve around the pedestrian without slowing down,ချက်ချင်း မြန်နှုန်းလျှော့ သို့မဟုတ် ရပ်ပြီး လူကို လမ်းဖယ်ပေးပါ,ဟွန်းတီးပြီး တူညီသောမြန်နှုန်းနှင့် ဖြတ်ကျော်မောင်းနှင်ဆက်လုပ်ပါ,မြန်နှုန်းမလျှော့ဘဲ လူကို ကွေ့ရှောင်ပါ,A,Pedestrians between stationary cars may be hidden from view until close; riders filtering must slow down or stop immediately to avoid hitting them.,ရပ်နားနေသော ကားများကြားမှ လူများသည် နီးကပ်မှသာ မြင်ရတတ်သောကြောင့် ဖြတ်ကျော်မောင်းနှင်နေသော ယာဉ်မောင်းသူသည် မထိခိုက်စေရန် ချက်ချင်း မြန်နှုန်းလျှော့ သို့မဟုတ် ရပ်ရမည်။,,,PENDING,
sg_rtt_0061,blind_spots_visibility,,easy,Why are motorcycles especially vulnerable to other drivers' blind spots?,ဆိုင်ကယ်များသည် အခြားယာဉ်မောင်းသူများ၏ မျက်စိမမြင်ရသောနေရာများတွင် အထူးထိခိုက်လွယ်ခြင်းမှာ ဘာကြောင့်လဲ။,Their smaller size makes them easy to miss in mirrors and shoulder checks,Motorcycles are required to ride only in blind spots,Motorcycles do not have working mirrors,ပိုသေးငယ်သောအရွယ်အစားကြောင့် ကြေးမှန်နှင့် ပခုံးလှည့်စစ်ဆေးမှုတွင် လွတ်ကျော်တတ်သည်,ဆိုင်ကယ်များသည် မျက်စိမမြင်ရသောနေရာများတွင်သာ မောင်းနှင်ရန် လိုအပ်သည်,ဆိုင်ကယ်များတွင် အလုပ်လုပ်သော ကြေးမှန်မရှိ,A,"A motorcycle's narrow profile can be easily hidden in a car or truck's mirror blind spots, so drivers may not notice it before changing lanes or turning.",ဆိုင်ကယ်၏ ကျဲသွယ်သောပုံသဏ္ဍာန်သည် ကား သို့မဟုတ် ထရပ်ကား၏ ကြေးမှန်မျက်စိမမြင်ရသောနေရာများတွင် လွယ်ကူစွာ ပျောက်ကွယ်နိုင်သောကြောင့် ယာဉ်မောင်းသူများသည် လမ်းကြောပြောင်း သို့မဟုတ် ကွေ့မီ မသတိမပြုနိုင်ပါ။,,,PENDING,
sg_rtt_0062,blind_spots_visibility,,medium,"What can a rider wear to improve visibility to other road users, especially at night?",ညဘက်တွင် အခြားလမ်းသုံးသူများက ပိုမြင်နိုင်ရန် ယာဉ်မောင်းသူသည် ဘာဝတ်ဆင်နိုင်သလဲ။,Reflective or brightly coloured riding gear,All-black gear with no reflective elements,Loose clothing with no specific colour requirement,အလင်းပြန်ဖြစ်သော သို့မဟုတ် တောက်ပသောအရောင်ပါ ယာဉ်မောင်းအထည်,အလင်းပြန်ပစ္စည်းမပါသော အနက်ရောင်အထည်,သီးသန့်အရောင်လိုအပ်ချက်မရှိသော ကျယ်သောအထည်,A,"Reflective or bright clothing greatly improves a rider's visibility to other drivers, especially in low light or at night.",အလင်းပြန် သို့မဟုတ် တောက်ပသောအထည်များသည် အထူးသဖြင့် အလင်းအနည်းငယ်သာရှိသောအချိန် သို့မဟုတ် ညဘက်တွင် အခြားယာဉ်မောင်းသူများ ပိုမြင်နိုင်စေသည်။,,,PENDING,
sg_rtt_0063,blind_spots_visibility,,medium,Why should a rider avoid lingering directly beside a large vehicle at a junction?,လမ်းဆုံတွင် ယာဉ်ကြီးတစ်စီးဘေးတွင် တိုက်ရိုက်ကြာရှည်ရပ်နားခြင်းကို ယာဉ်မောင်းသူ ဘာကြောင့် ရှောင်ကြဥ်သင့်သလဲ။,The driver may not see the motorcycle and could turn into its path,It is illegal to stop next to a large vehicle,Large vehicles always have right of way over motorcycles,ယာဉ်မောင်းသူသည် ဆိုင်ကယ်ကို မမြင်နိုင်ဘဲ ၎င်း၏လမ်းကြောင်းသို့ ကွေ့နိုင်သည်,ယာဉ်ကြီးတစ်စီးဘေးတွင် ရပ်နားခြင်းသည် ဥပဒေနှင့်မညီ,ယာဉ်ကြီးများသည် ဆိုင်ကယ်များအပေါ် အမြဲဦးစားပေးခွင့်ရှိသည်,A,Large vehicles have significant blind spots beside the cab; a rider positioned there may go unnoticed and be at risk if the vehicle turns.,ယာဉ်ကြီးများသည် ယာဉ်ဆာဘီးဘေးတွင် ကျယ်ပြန့်သော မျက်စိမမြင်ရသောနေရာများရှိသောကြောင့် ထိုနေရာရှိ ယာဉ်မောင်းသူကို သတိမပြုနိုင်ဘဲ ယာဉ်ကွေ့လျှင် အန္တရာယ်ရှိနိုင်သည်။,,,PENDING,
sg_rtt_0064,blind_spots_visibility,,easy,"Before changing lanes, in addition to checking the mirrors, what else should a rider do?",လမ်းကြောမပြောင်းမီ ကြေးမှန်ကို စစ်ဆေးခြင်းအပြင် ယာဉ်မောင်းသူ ဘာထပ်လုပ်ရမည်လဲ။,Perform a shoulder check (look over the shoulder) for the blind spot,Sound the horn loudly,Close the eyes briefly to focus,မျက်စိမမြင်ရသောနေရာအတွက် ပခုံးလှည့်ကြည့်ပါ,ဟွန်းကို ကျယ်လောင်စွာ တီးပါ,အာရုံစူးစိုက်ရန် မျက်စိကို ခေတ္တမှိတ်ပါ,A,Mirrors do not show everything; a shoulder check confirms whether a vehicle is hidden in the blind spot before changing lanes.,ကြေးမှန်များသည် အရာအားလုံးကို မပြသနိုင်ပါ၊ ပခုံးလှည့်စစ်ဆေးခြင်းသည် လမ်းကြောမပြောင်းမီ မျက်စိမမြင်ရသောနေရာတွင် ယာဉ်တစ်စီး ပျောက်ကွယ်နေပါသလားကို အတည်ပြုပေးသည်။,,,PENDING,
sg_rtt_0065,blind_spots_visibility,,hard,"A rider notices a car's right turn signal blinking while the car is in the lane to the rider's left, slightly ahead. What is the safest assumption?",ယာဉ်မောင်းသူ၏ ဘယ်ဘက်လမ်းကြောတွင် အနည်းငယ်ရှေ့ကရှိသော ကားတစ်စီး၏ ညာဘက်ကွေ့မီးပြ မှိတ်တုတ်နေသည်ကို တွေ့ရလျှင် အဘေးကင်းဆုံး ယူဆချက်က ဘာဖြစ်သလဲ။,"The car may move into the rider's lane soon, so the rider should be ready to adjust position or speed",The car will definitely stay in its current lane,Signal lights on cars have no bearing on motorcyclists,ကားသည် မကြာမီ ယာဉ်မောင်းသူ၏လမ်းကြောသို့ ရွေ့လှားလာနိုင်သောကြောင့် နေရာ သို့မဟုတ် မြန်နှုန်းကို ညှိရန် အသင့်ပြင်ထားသင့်သည်,ကားသည် လက်ရှိလမ်းကြောတွင် သေချာစွာ ဆက်နေမည်,ကား၏ မီးပြများသည် ဆိုင်ကယ်မောင်းသူများအတွက် မသက်ဆိုင်ပါ,A,A blinking turn signal warns that the car may change lanes into the rider's path; assuming the worst case and preparing to react keeps the rider safer.,ကွေ့မီးပြ မှိတ်တုတ်နေခြင်းသည် ကားသည် ယာဉ်မောင်းသူ၏ လမ်းကြောင်းသို့ လမ်းကြောပြောင်းနိုင်ကြောင်း သတိပေးသောကြောင့် အဆိုးဆုံးအခြေအနေကို ယူဆပြီး တုံ့ပြန်ရန် ပြင်ဆင်ထားခြင်းသည် ပိုဘေးကင်းသည်။,,,PENDING,
sg_rtt_0066,blind_spots_visibility,,easy,"What is the purpose of a motorcycle's tail light flashing brighter during hard braking, if equipped?",ဆိုင်ကယ်တွင် ပါရှိလျှင် ပြင်းထန်စွာ ဘရိတ်ကိုက်စဉ် နောက်မီးပိုတောက်ပစေခြင်း၏ ရည်ရွယ်ချက်က ဘာလဲ။,To alert following drivers more clearly that the motorcycle is slowing suddenly,To save battery power,To indicate the motorcycle is turning left,ဆိုင်ကယ် ရုတ်တရက်မြန်နှုန်းလျှော့နေကြောင်း နောက်ကလာသောယာဉ်မောင်းသူများကို ပိုရှင်းလင်းစွာ သတိပေးရန်,ဘက်ထရီစွမ်းအင်ချွေတာရန်,ဆိုင်ကယ် ဘယ်ဘက်ကွေ့နေကြောင်း ညွှန်ပြရန်,A,"A brighter or flashing brake light draws extra attention from following drivers during sudden braking, reducing the chance of a rear-end collision.",ပိုတောက်ပ သို့မဟုတ် မှိတ်တုတ်နေသော ဘရိတ်မီးသည် ရုတ်တရက် ဘရိတ်ကိုက်စဉ် နောက်ကလာသော ယာဉ်မောင်းသူများကို ပိုအာရုံစူးစိုက်စေပြီး နောက်ကျောမှ တိုက်မိနိုင်ခြေကို လျှော့ချသည်။,,,PENDING,
sg_rtt_0067,blind_spots_visibility,,medium,"When riding behind a bus that is about to depart from a bus stop, what should a rider be aware of?",ဘတ်စ်ကားမှတ်တိုင်မှ ထွက်ခွာတော့မည့် ဘတ်စ်ကားနောက်တွင် မောင်းနှင်စဉ် ယာဉ်မောင်းသူ ဘာကို သတိရှိသင့်သလဲ။,The bus may pull out suddenly and the driver may not see a motorcycle approaching,Buses always give way to motorcycles automatically,There is no risk since buses move slowly,ဘတ်စ်ကားသည် ရုတ်တရက် ထွက်နိုင်ပြီး ယာဉ်မောင်းသူသည် ချဥ်းကပ်လာသော ဆိုင်ကယ်ကို မမြင်နိုင်ပါ,ဘတ်စ်ကားများသည် ဆိုင်ကယ်များကို အလိုအလျောက် အမြဲလမ်းဖယ်ပေးသည်,ဘတ်စ်ကားများ နှေးနှေးသွားသောကြောင့် အန္တရာယ်လုံးဝမရှိ,A,Bus drivers checking mirrors before pulling out may not notice a smaller motorcycle; riders should keep distance and be ready to slow down or change position.,ထွက်ခွာမီ ကြေးမှန်ကို စစ်ဆေးနေသော ဘတ်စ်ကားယာဉ်မောင်းသူသည် ပိုသေးငယ်သော ဆိုင်ကယ်ကို မသတိမပြုနိုင်ပါ၊ ယာဉ်မောင်းသူများသည် အကွာအဝေးထားပြီး မြန်နှုန်းလျှော့ သို့မဟုတ် နေရာပြောင်းရန် အသင့်ပြင်ထားသင့်သည်။,,,PENDING,
sg_rtt_0068,blind_spots_visibility,,medium,What riding technique helps make a motorcycle more visible when approaching a junction with parked vehicles obstructing the view?,ရပ်နားထားသောယာဉ်များက အမြင်ကို ပိတ်ဆို့နေသော လမ်းဆုံသို့ ချဥ်းကပ်သောအခါ ဆိုင်ကယ်ကို ပိုမြင်နိုင်စေရန် မည်သည့်မောင်းနှင်ပညာက အကူအညီပေးသလဲ။,Moving slightly within the lane to create a sightline around the obstruction before proceeding,Closing the eyes momentarily to reduce glare,Accelerating past the parked vehicles quickly,ပိတ်ဆို့နေသောအရာပတ်လည် မြင်နိုင်ရန် ဆက်မသွားမီ လမ်းကြောအတွင်း အနည်းငယ်ရွေ့လျားပါ,အလင်းရောင်လျှော့ချရန် ခေတ္တမျက်စိမှိတ်ပါ,ရပ်နားထားသောယာဉ်များကို မြန်မြန်ဖြတ်ကျော်ပါ,A,Shifting position slightly within the lane gives the rider a better sightline around obstructions and also makes the motorcycle more visible to crossing traffic.,လမ်းကြောအတွင်း အနည်းငယ်ရွေ့လျားခြင်းသည် ယာဉ်မောင်းသူအား ပိတ်ဆို့နေသောအရာပတ်လည် ပိုကောင်းသော အမြင်ကိုပေးပြီး ဖြတ်ကျော်လာမည့် ယာဉ်များကိုလည်း ဆိုင်ကယ်ကို ပိုမြင်နိုင်စေသည်။,,,PENDING,
sg_rtt_0069,blind_spots_visibility,,easy,Why should a motorcyclist avoid wearing a dark-coloured helmet with no reflective markings at night?,ညဘက်တွင် အလင်းပြန်အမှတ်အသားမပါသော အရောင်နက်နေသော ဆောင်းထောက်ကို ယာဉ်မောင်းသူ ဝတ်ဆင်ခြင်းကို ဘာကြောင့် ရှောင်ကြဥ်သင့်သလဲ။,It reduces how visible the rider's head and silhouette are to other drivers,Dark helmets are illegal in Singapore,Dark helmets provide less protection structurally,ယာဉ်မောင်းသူ၏ ခေါင်းနှင့်ပုံသဏ္ဍာန်ကို အခြားယာဉ်မောင်းသူများ မြင်နိုင်စွမ်းကို လျှော့ချသည်,Singapore တွင် အရောင်နက်ဆောင်းထောက်များ ဥပဒေနှင့်မညီ,အရောင်နက်ဆောင်းထောက်များသည် ဖွဲ့စည်းပုံအားဖြင့် ကာကွယ်မှု နည်းသည်,A,"A dark, non-reflective helmet blends into the night background, making the rider's head and overall silhouette harder for other drivers to spot.",အရောင်နက်နေပြီး အလင်းမပြန်သော ဆောင်းထောက်သည် ညဘက်နောက်ခံနှင့် ရောစပ်သွားတတ်ပြီး အခြားယာဉ်မောင်းသူများ ယာဉ်မောင်းသူ၏ ခေါင်းနှင့်ပုံသဏ္ဍာန်ကို ပိုရှာဖွေရခက်စေသည်။,,,PENDING,
sg_rtt_0070,blind_spots_visibility,,hard,"While overtaking a slow-moving lorry, a rider should be most cautious of which blind spot zone?",နှေးနှေးသွားနေသော ကုန်တင်ကားကို ကျော်တက်နေစဉ် ယာဉ်မောင်းသူသည် မည်သည့် မျက်စိမမြင်ရသောနေရာအတွက် အထူးသတိထားသင့်သလဲ။,"The area directly beside and slightly behind the driver's cab, where the rider lingers longest during overtaking",The area directly in front of the lorry,There is no blind spot risk when overtaking a lorry,ကျော်တက်စဉ် ယာဉ်မောင်းသူ အကြာရှည်ဆုံးနေသော ယာဉ်မောင်းခန်းဘေးနှင့် အနည်းငယ်နောက်ကျောရှိနေရာ,ကုန်တင်ကား၏ တိုက်ရိုက်ရှေ့ရှိနေရာ,ကုန်တင်ကားကို ကျော်တက်ရာတွင် မျက်စိမမြင်ရသောနေရာ အန္တရာယ် လုံးဝမရှိ,A,The zone beside and slightly behind a lorry's cab is a major blind spot; riders should overtake decisively and not linger there.,ကုန်တင်ကား ယာဉ်မောင်းခန်းဘေးနှင့် အနည်းငယ်နောက်ကျောရှိနေရာသည် အဓိက မျက်စိမမြင်ရသောနေရာဖြစ်သောကြောင့် ယာဉ်မောင်းသူများသည် ဆုံးဖြတ်ချက်ပြတ်သားစွာ ကျော်တက်ပြီး ထိုနေရာတွင် ကြာရှည်မနေသင့်ပါ။,,,PENDING,
sg_rtt_0071,balance_cornering_hazards,,medium,What is the correct technique for braking while a motorcycle is leaning through a corner?,ဆိုင်ကယ်တစ်စီးသည် ကွေ့ချိုးတစ်ခုကို ယိမ်းကွေ့ဖြတ်နေစဉ် မှန်ကန်သော ဘရိတ်ကိုက်နည်းပညာက ဘာလဲ။,"Avoid hard braking while leaning; straighten up first, then brake if needed",Apply maximum front brake immediately while still leaning,Brake only with the rear brake regardless of lean angle,ယိမ်းကွေ့နေစဉ် ပြင်းထန်စွာ ဘရိတ်ကိုက်ခြင်းကို ရှောင်ပါ၊ လိုအပ်လျှင် ဦးစွာတည့်အောင်ထားပြီးမှ ဘရိတ်ကိုက်ပါ,ယိမ်းကွေ့နေဆဲတွင် ချက်ချင်း ရှေ့ဘရိတ်ကို အများဆုံးကိုက်ပါ,ယိမ်းထောင့်မရွေး နောက်ဘရိတ်ကိုသာ အသုံးပြုပါ,A,Braking hard while leaning reduces available tyre grip and can cause a skid or fall; it is safer to gradually straighten the motorcycle before braking firmly.,ယိမ်းကွေ့နေစဉ် ပြင်းထန်စွာ ဘရိတ်ကိုက်ခြင်းသည် တာယာ၏ ကိုက်ညီမှုကို လျှော့ချပြီး ချော်ချွတ် သို့မဟုတ် လဲကျနိုင်သောကြောင့် ဘရိတ်ပြင်းပြင်းမကိုက်မီ ဆိုင်ကယ်ကို တဖြည်းဖြည်း တည့်အောင်ထားခြင်းသည် ပိုဘေးကင်းသည်။,,,PENDING,
sg_rtt_0072,balance_cornering_hazards,,easy,What should a rider do with their eyes when going through a corner?,ကွေ့ချိုးကို ဖြတ်သန်းစဉ် ယာဉ်မောင်းသူသည် မျက်စိကို ဘယ်ဘက်သို့ ထားရှိသင့်သလဲ။,Look ahead through the corner toward where they want to go,Look down at the front wheel,Look at the edge of the road closest to them,သွားလိုသောဦးတည်ရာသို့ ကွေ့ချိုးကို ဖြတ်သန်း၍ ရှေ့ကိုကြည့်ပါ,ရှေ့ဘီးကို အောက်သို့ကြည့်ပါ,၎င်းတို့နှင့် နီးကပ်ဆုံး လမ်းအစွန်းကို ကြည့်ပါ,A,Looking through the corner toward the intended path helps the rider naturally steer along the correct line and maintain balance.,ရည်ရွယ်သောလမ်းကြောင်းသို့ ကွေ့ချိုးကို ဖြတ်သန်းကြည့်ခြင်းသည် ယာဉ်မောင်းသူအား မှန်ကန်သောလမ်းကြောင်းအတိုင်း သဘာဝအတိုင်း ထွန်းပိုက်ပြီး ညီမျှမှုကို ထိန်းသိမ်းနိုင်စေသည်။,,,PENDING,
sg_rtt_0073,balance_cornering_hazards,,medium,Why is loose gravel on the road particularly hazardous when cornering on a motorcycle?,ကွေ့ချိုးကို ဖြတ်သန်းစဉ် လမ်းပေါ်ရှိ ကျောက်စရစ်များသည် ဆိုင်ကယ်အတွက် အထူးအန္တရာယ်ရှိခြင်းမှာ ဘာကြောင့်လဲ။,"It reduces tyre grip suddenly, which can cause the wheels to slide out from under the rider",It only affects four-wheeled vehicles,It improves traction for motorcycle tyres,တာယာ၏ ကိုက်ညီမှုကို ရုတ်တရက်လျှော့ချနိုင်ပြီး ဆိုင်ကယ်ဘီးများ ချော်ချွတ်လမ်းဖယ်သွားနိုင်သည်,ဘီးလေးဘီးယာဉ်များကိုသာ ထိခိုက်စေသည်,ဆိုင်ကယ်တာယာအတွက် ကိုက်ညီမှုကို တိုးတက်စေသည်,A,"Gravel acts like small ball bearings under the tyres, suddenly reducing grip while leaning and increasing the risk of a slide or fall.",ကျောက်စရစ်များသည် ယိမ်းကွေ့နေစဉ် တာယာအောက်တွင် ဘောလ်ဘယ်ရင်အသေးလေးများကဲ့သို့ လုပ်ဆောင်ပြီး ရုတ်တရက် ကိုက်ညီမှုလျှော့ချကာ ချော်ချွတ် သို့မဟုတ် လဲကျနိုင်ခြေကို တိုးမြှင့်စေသည်။,,,PENDING,
sg_rtt_0074,balance_cornering_hazards,,easy,What riding technique helps maintain stability and control while cornering on a motorcycle?,ဆိုင်ကယ်ဖြင့် ကွေ့ချိုးကိုဖြတ်သန်းစဉ် တည်ငြိမ်မှုနှင့်ထိန်းချုပ်မှုကို ထိန်းသိမ်းရန် မည်သည့်မောင်းနှင်ပညာက အကူအညီပေးသလဲ။,"Slow down before the corner, then maintain a steady, smooth throttle through the turn",Accelerate hard right at the start of the corner,Brake hard in the middle of the corner,ကွေ့ချိုးမတိုင်မီ မြန်နှုန်းလျှော့ပြီး ကွေ့ချိုးကိုဖြတ်သန်းစဉ် ဂတ်စ်ကို တည်ငြိမ်ညင်သာစွာ ထိန်းထားပါ,ကွေ့ချိုးအစတွင် ပြင်းထန်စွာ အရှိန်မြှင့်ပါ,ကွေ့ချိုးအလယ်တွင် ပြင်းထန်စွာ ဘရိတ်ကိုက်ပါ,A,"Reducing speed before entering a corner and keeping smooth, steady throttle through the turn helps maintain tyre grip and balance.",ကွေ့ချိုးမဝင်မီ မြန်နှုန်းလျှော့ပြီး ကွေ့ချိုးကို ဖြတ်သန်းစဉ် ဂတ်စ်ကို ညင်သာတည်ငြိမ်စွာထားခြင်းသည် တာယာကိုက်ညီမှုနှင့် ညီမျှမှုကို ထိန်းသိမ်းနိုင်စေသည်။,,,PENDING,
sg_rtt_0075,balance_cornering_hazards,,hard,A rider enters a corner faster than expected and realises mid-turn they are running wide toward the opposite lane. What is the safest correction?,ယာဉ်မောင်းသူသည် မျှော်မှန်းထားသည်ထက် ပိုမြန်စွာ ကွေ့ချိုးသို့ ဝင်ပြီး ကွေ့ဆဲတွင် ဆန့်ကျင်ဘက်လမ်းကြောသို့ ကျယ်ကျယ်ထွက်နေကြောင်း သတိရလျှင် အဘေးကင်းဆုံး ပြုပြင်ချက်က ဘာဖြစ်သလဲ။,"Look further into the corner, gently lean more, and avoid sudden braking",Brake hard with the front brake immediately,Stand up on the footpegs and accelerate straight,ကွေ့ချိုးအတွင်းသို့ ပိုကြည့်ပြီး ညင်သာစွာ ပိုယိမ်းကာ ရုတ်တရက် ဘရိတ်ကိုက်ခြင်းကို ရှောင်ပါ,ချက်ချင်း ရှေ့ဘရိတ်ကို ပြင်းပြင်းကိုက်ပါ,ခြေတင်ထောက်ပေါ်တွင် မတ်တပ်ရပ်ပြီး တည့်တည့် အရှိန်မြှင့်ပါ,A,Looking further into the corner and gently increasing lean angle helps tighten the line; sudden hard braking mid-corner can cause loss of traction and a crash.,ကွေ့ချိုးအတွင်းသို့ ပိုကြည့်ပြီး ညင်သာစွာ ယိမ်းထောင့်ကို တိုးမြှင့်ခြင်းသည် လမ်းကြောင်းကို ပိုကျဥ်းစေသည်၊ ကွေ့ဆဲတွင် ရုတ်တရက် ပြင်းထန်စွာ ဘရိတ်ကိုက်ခြင်းသည် ကိုက်ညီမှုဆုံးရှုံးပြီး တိုက်မိနိုင်ခြေရှိသည်။,,,PENDING,
sg_rtt_0076,balance_cornering_hazards,,medium,Why should a rider reduce speed before crossing railway tracks or metal road plates at an angle?,သံချပ် သို့မဟုတ် မြေအောက်ရထားလမ်းကြောင်းကို ထောင့်ဖြတ်ကျော်မီ ယာဉ်မောင်းသူ ဘာကြောင့် မြန်နှုန်းလျှော့သင့်သလဲ။,"Smooth metal surfaces reduce tyre grip and can destabilise the motorcycle, especially if crossed at a sharp angle",It is required by law to stop completely at every metal plate,Metal surfaces always damage motorcycle tyres permanently,ချောမွတ်သောသတ္တုမျက်နှာပြင်များသည် တာယာကိုက်ညီမှုကို လျှော့ချပြီး အထူးသဖြင့် ထောင့်ကျဉ်းစွာဖြတ်ကျော်လျှင် ဆိုင်ကယ်ကို မတည်ငြိမ်စေနိုင်သည်,သတ္တုချပ်တိုင်းတွင် လုံးဝရပ်ရန် ဥပဒေက တောင်းဆိုသည်,သတ္တုမျက်နှာပြင်များသည် ဆိုင်ကယ်တာယာများကို အမြဲထာဝစဉ်ပျက်စီးစေသည်,A,"Smooth, often slippery metal surfaces offer less grip than asphalt; crossing at a steep angle increases the chance of the front wheel sliding.",ချောမွတ်ပြီး ပုံမှန်ချော်လွယ်သော သတ္တုမျက်နှာပြင်များသည် ကတ္တရာထက် ကိုက်ညီမှု နည်းသောကြောင့် ထောင့်စောက်စွာ ဖြတ်ကျော်ခြင်းသည် ရှေ့ဘီးချော်ချွတ်နိုင်ခြေကို တိုးမြှင့်သည်။,,,PENDING,
sg_rtt_0077,balance_cornering_hazards,,easy,What body position helps a rider maintain better balance and control while cornering?,ကွေ့ချိုးကိုဖြတ်သန်းစဉ် ပိုကောင်းသော ညီမျှမှုနှင့် ထိန်းချုပ်မှုကို ထိန်းသိမ်းရန် မည်သည့်ကိုယ်ထားနေရာက အကူအညီပေးသလဲ။,A relaxed grip on the handlebars with the body looking and leaning naturally with the motorcycle,Gripping the handlebars as tightly as possible at all times,Leaning the body opposite to the direction of the turn,လက်ကိုင်ကို တင်းကြပ်စွာမကိုင်ဘဲ ဆိုင်ကယ်နှင့်အတူ သဘာဝအတိုင်း ကြည့်ပြီး ယိမ်းကွေ့သော ကိုယ်ထားနေရာ,လက်ကိုင်ကို အချိန်တိုင်း တတ်နိုင်သမျှတင်းကြပ်စွာကိုင်ပါ,ကွေ့ချိုးဦးတည်ရာနှင့် ဆန့်ကျင်ဘက်သို့ ကိုယ်ကိုယိမ်းပါ,A,"A relaxed grip allows the motorcycle to respond naturally, while looking and leaning with the bike through the turn helps maintain balance and a smooth line.",ပေါ့ပေါ့ကိုင်ထားခြင်းသည် ဆိုင်ကယ်ကို သဘာဝအတိုင်း တုံ့ပြန်နိုင်စေပြီး ဆိုင်ကယ်နှင့်အတူ ကွေ့ချိုးကိုဖြတ်သန်းစဉ် ကြည့်ပြီးယိမ်းကွေ့ခြင်းသည် ညီမျှမှုနှင့် ညင်သာသောလမ်းကြောင်းကို ထိန်းသိမ်းနိုင်စေသည်။,,,PENDING,
sg_rtt_0078,balance_cornering_hazards,,hard,"Approaching a downhill corner with a decreasing radius (the corner gets sharper), what is the correct approach?",ထောင့်ရှင်းလာသော (ကွေ့ချိုးက ပိုစောက်လာသော) တောင်ကုန်းအောက်ကွေ့ချိုးသို့ ချဥ်းကပ်သောအခါ မှန်ကန်သော နည်းလမ်းက ဘာလဲ။,"Brake before entering, then enter slower than usual to allow margin for the tightening curve",Enter at normal speed and accelerate through the apex,Brake hard in the middle of the corner once it tightens,ဝင်မီ ဘရိတ်ကိုက်ပြီး ကျဥ်းလာသောကွေ့ချိုးအတွက် နေရာချန်ထားရန် ပုံမှန်ထက်နှေးနှေးဝင်ပါ,ပုံမှန်မြန်နှုန်းနှင့်ဝင်ပြီး အလယ်ကွေ့ချက်တွင် အရှိန်မြှင့်ပါ,ကွေ့ချိုးကျဥ်းလာသောအခါ အလယ်တွင် ပြင်းထန်စွာ ဘရိတ်ကိုက်ပါ,A,"Decreasing-radius corners get sharper as you go; braking before entry and taking a slower, conservative entry speed leaves margin to tighten the line safely without mid-corner braking.",ထောင့်ရှင်းလာသောကွေ့ချိုးများသည် ဆက်သွားသည်နှင့်အမျှ ပိုစောက်လာသောကြောင့် ဝင်မီဘရိတ်ကိုက်ပြီး သတိနှင့်နှေးသောမြန်နှုန်းနှင့်ဝင်ခြင်းသည် ကွေ့ချိုးအလယ်တွင် ဘရိတ်မကိုက်ဘဲ ဘေးကင်းစွာ လမ်းကြောင်းကျဥ်းနိုင်ရန် နေရာချန်ပေးသည်။,,,PENDING,
sg_rtt_0079,balance_cornering_hazards,,medium,Painted road markings such as arrows or lane lines can become a hazard for motorcycles when cornering because they are often what?,မြှားများ သို့မဟုတ် လမ်းကြောမျဉ်းများကဲ့သို့ ပန်းချီအမှတ်အသားများသည် ကွေ့ချိုးတွင် ဆိုင်ကယ်များအတွက် အန္တရာယ်ဖြစ်လာသည်မှာ ၎င်းတို့သည် မည်သို့ဖြစ်တတ်ခြင်းကြောင့်လဲ။,"Smoother and more slippery than the surrounding road surface, especially when wet",Higher in elevation than the rest of the road,Always located on the outside of every corner,ပတ်ဝန်းကျင်လမ်းမျက်နှာပြင်ထက် ပိုချောမွတ်ပြီး အထူးသဖြင့် စိုစွတ်နေသောအခါ ပိုချော်လွယ်သည်,လမ်းအခြားအပိုင်းထက် အမြင့်ပိုများသည်,ကွေ့ချိုးတိုင်း၏ အပြင်ဘက်တွင် အမြဲတည်ရှိသည်,A,"Painted markings often have a smoother texture than asphalt and become especially slippery when wet, reducing tyre grip while leaning through a turn.",ပန်းချီအမှတ်အသားများသည် ကတ္တရာထက် ပိုချောမွတ်သောအနေအထားရှိတတ်ပြီး စိုစွတ်နေသောအခါ အထူးချော်လွယ်ကာ ကွေ့ချိုးကို ယိမ်းကွေ့စဉ် တာယာကိုက်ညီမှုကို လျှော့ချသည်။,,,PENDING,
